peek() time (ns),add() Best Case time (ns),add() Worst Case time (ns),extractMax() Best Case time (ns),extractMax() Worst Case time (ns),Items (n), logn,nlogn
250,151349100,215114400,30108350,58433400,1305000,6.1156105116743,7980871.717734961
0,24503100,206582700,66353800,-60455700,1306000,6.115943176939055,7987421.789082406
150,24949300,206611400,71692500,15461450,1307000,6.116275587580544,7993972.192967772
150,35512850,215807050,17347100,-38583600,1308000,6.116607743988248,8000522.929136628
150,35004150,215420750,55446200,-35214300,1309000,6.1169396465507555,8007073.9973349385
150,34890900,214877450,47670400,-40339050,1310000,6.117271295655764,8013625.397309052
150,41660750,209257300,68468000,-49133800,1311000,6.1176026916900845,8020177.128805701
50,34928750,234833300,33556800,-76092950,1312000,6.117933835039642,8026729.19157201
100,24928950,208961750,52762150,-3020250,1313000,6.118264726089479,8033281.585355486
150,36880950,205914100,-63832050,19455900,1314000,6.118595365223762,8039834.309904024
300,71400850,217563950,23371400,-69838350,1315000,6.118925752825777,8046387.364965896
150,47554750,231078050,34277750,55395500,1316000,6.1192558892779365,8052940.750289764
150,73711800,218323450,-55184750,-41431650,1317000,6.1195857749617835,8059494.465624669
150,34800900,213812800,53438850,-36803300,1318000,6.119915410257991,8066048.510720032
400,35394600,215980100,-50788350,526950,1319000,6.120244795546365,8072602.885325655
150,27813500,261304350,26677750,-3763450,1320000,6.12057393120585,8079157.589191722
50,38583850,293754300,26131050,24346950,1321000,6.120902817614527,8085712.622068791
100,35447300,218623350,73252750,-28593100,1322000,6.121231455149622,8092267.9837078005
150,73510600,225360350,40809450,-52264850,1323000,6.121559844187501,8098823.673860064
50,24698750,212985300,64323300,21164900,1324000,6.121887985103681,8105379.692277274
100,83479900,215675600,-37209450,15715500,1325000,6.122215878272827,8111936.038711496
250,64653200,215731750,-48202250,15163050,1326000,6.122543524068754,8118492.712915168
150,66198700,221206600,27900100,-67544200,1327000,6.122870922864435,8125049.714641105
150,46996650,228153650,25424200,-73037500,1328000,6.123198075031999,8131607.043642494
100,24561150,204930050,-63467650,-2571350,1329000,6.123524980942732,8138164.699672891
100,27107750,271647750,20362200,17682450,1330000,6.123851640967086,8144722.682486224
150,30883050,210079150,-76793150,-24822150,1331000,6.124178055474675,8151280.991836793
50,47036950,207266350,23421550,79906850,1332000,6.124504224834283,8157839.6274792645
150,24491750,273443200,28438900,-25338450,1333000,6.124830149413859,8164398.589168674
100,28237200,225970150,18894500,-2300650,1334000,6.12515582958053,8170957.876660427
50,149439000,216008900,-34272900,-2933600,1335000,6.125481265700594,8177517.489710293
100,43056450,210198700,-47130650,-14152000,1336000,6.125806458139527,8184077.428074408
200,69054000,209558400,51939450,-1927200,1337000,6.126131407261984,8190637.691509273
150,44413400,213185450,89675900,46959000,1338000,6.1264561134318045,8197198.2797717545
150,32610700,260706350,26477500,-2450450,1339000,6.126780577012009,8203759.19261908
200,106804550,225751550,60627900,54113850,1340000,6.127104798364807,8210320.429808842
350,71278350,226054300,41327400,7698750,1341000,6.127428777851599,8216881.991098994
50,25039300,204969900,-46874950,10870850,1342000,6.127752515832973,8223443.876247849
150,25078950,206421050,56912300,-2292600,1343000,6.128076012668715,8230006.085014084
150,38677600,206883850,82402350,-53043100,1344000,6.128399268717806,8236568.617156732
200,46200450,216665200,28433550,73344200,1345000,6.128722284338426,8243131.472435184
100,71466250,226239950,42533400,-49462250,1346000,6.129045059887958,8249694.6506091915
150,24641500,203963500,37434650,-1664750,1347000,6.129367595722986,8256258.151438862
300,84777700,211149900,-26996800,23875200,1348000,6.129689892199301,8262821.9746846575
200,69359900,230616950,-34909300,20216600,1349000,6.130011949671904,8269386.120107399
150,68594850,228584300,37125900,47482100,1350000,6.1303337684950066,8275950.587468259
250,61231800,218078600,22710350,-90699250,1351000,6.130655349022031,8282515.376528763
150,33900700,218813350,54471400,-4814600,1352000,6.130976691605617,8289080.487050794
150,38921400,220078950,141889500,-44155150,1353000,6.1312977965976225,8295645.918796583
100,24495900,207227400,69512850,1233800,1354000,6.1316186643491255,8302211.671528716
150,24156800,203600250,17236250,-2777650,1355000,6.131939295210424,8308777.7450101245
150,39995200,336129750,31312350,49587350,1356000,6.132259689531044,8315344.139004095
200,73750400,227145250,21247100,47898200,1357000,6.132579847659737,8321910.8532742625
150,56348650,215113550,22493250,33703050,1358000,6.1328997699444825,8328477.887584607
100,26468300,277473600,47055900,27021150,1359000,6.133219456732494,8335045.241699459
200,72854750,222096650,69548700,5581750,1360000,6.133538908370218,8341612.915383496
150,82307300,225249900,20231400,-78256950,1361000,6.133858125203335,8348180.908401739
50,47491800,222874050,1070350,-2971050,1362000,6.134177107576766,8354749.220519556
100,41229050,229731300,20191350,-127143700,1363000,6.134495855834674,8361317.85150266
150,28652350,205702750,87683150,-73124050,1364000,6.13481437032046,8367886.801117107
100,41014000,211445700,-38282550,-2213000,1365000,6.135132651376775,8374456.069129298
50,25057650,279846650,18088750,17069250,1366000,6.135450699345514,8381025.655305971
150,30991900,219730200,51385850,-42393900,1367000,6.135768514567823,8387595.5594142135
250,65576650,225329850,14073350,-70722200,1368000,6.136086097384098,8394165.781221446
350,50426750,226750000,23420750,52988500,1369000,6.13640344813399,8400736.320495432
150,24737850,205303100,68133250,9480250,1370000,6.136720567156407,8407307.177004278
200,35347550,217152700,-90661800,-2337050,1371000,6.137037454789513,8413878.350516422
150,36831750,216993200,13181350,-632050,1372000,6.137354111370733,8420449.840800647
250,36775450,230419350,32193500,-66058850,1373000,6.1376705372367555,8427021.647626065
200,32423100,221410050,-21391350,7481150,1374000,6.137986732723531,8433593.770762132
150,26328150,212212600,86910600,-1196650,1375000,6.138302698166282,8440166.209978636
50,35434300,213922600,80643750,-58005900,1376000,6.1386184338994925,8446738.965045702
200,37114700,224024900,84789100,31307650,1377000,6.138933940256924,8453312.035733784
150,72737050,217335300,-35667100,-8006550,1378000,6.139249217571607,8459885.421813674
200,42569300,215778250,20146950,-57529700,1379000,6.139564266175849,8466459.123056496
200,37532950,225595050,53897550,-6661200,1380000,6.139879086401237,8473033.139233707
150,39929050,226061050,105140950,-5716650,1381000,6.1401936785786315,8479607.47011709
150,28888700,217928850,123136850,4028200,1382000,6.14050804303818,8486182.115478765
300,26911350,208978100,-53583000,-2326550,1383000,6.140822180109311,8492757.075091176
350,36836450,282517500,24952850,-845300,1384000,6.141136090120739,8499332.348727103
150,26563800,304086550,26285250,-2378500,1385000,6.141449773400467,8505907.936159646
100,79359450,219000500,-44346450,3952450,1386000,6.141763230275788,8512483.837162241
350,91666800,229202900,27137650,53433300,1387000,6.142076461073285,8519060.051508646
100,27739250,270921500,25115350,-3086850,1388000,6.1423894661188365,8525636.578972945
150,100379450,239340950,24571350,-60960450,1389000,6.142702245737616,8532213.419329548
100,42290800,230090450,-35530450,-45098150,1390000,6.143014800254095,8538790.572353192
150,55446000,219267200,20159000,71234950,1391000,6.143327129992047,8545368.037818937
100,70394650,221980600,48750700,29084150,1392000,6.143639235274543,8551945.815502165
150,58917700,218170850,20638250,-69916500,1393000,6.143951116423963,8558523.90517858
150,33228350,216831500,59054700,-6924350,1394000,6.144262773761991,8565102.306624215
250,39924500,303498850,32504750,-2429300,1395000,6.144574207609616,8571681.019615414
150,54845900,208552500,9263500,58958350,1396000,6.144885418287142,8578260.04392885
200,24476500,256600750,22555350,44542150,1397000,6.145196406114182,8584839.379341511
150,27618800,253433650,-40679100,7465600,1398000,6.145507171409663,8591419.025630709
50,78132350,237593750,31245450,-70153900,1399000,6.145817714491828,8597998.982574066
150,26521800,215525050,18274500,-2462000,1400000,6.146128035678238,8604579.249949533
150,40779050,341094250,56787500,39259500,1401000,6.146438135285774,8611159.82753537
300,60774650,218690050,-56945100,-15502800,1402000,6.14674801363064,8617740.715110159
150,34966650,212631750,67147750,19411700,1403000,6.14705767102836,8624321.912452789
150,72667150,221838950,-31098800,15049350,1404000,6.147367107793786,8630903.419342477
250,24505950,276138100,47127600,18457950,1405000,6.1476763242410986,8637485.235558743
150,29722400,217965050,24037950,-103631950,1406000,6.147985320683805,8644067.36088143
150,25146600,204591300,81020450,-61528650,1407000,6.1482940974347455,8650649.795090687
100,24439400,206399100,52463500,-2615700,1408000,6.148602654806093,8657232.53796698
300,44749250,217940700,53981900,-41585050,1409000,6.148910993109356,8663815.589291083
100,43162300,228094100,32890200,65027750,1410000,6.14921911265538,8670398.948844085
0,73050800,230681150,45998500,34523150,1411000,6.149527013754348,8676982.616407385
200,34864050,208667500,77029400,5711100,1412000,6.149834696715785,8683566.591762688
200,68271500,218832300,16618850,-67991150,1413000,6.150142161848558,8690150.874692013
100,43464200,207082850,29810700,-3176800,1414000,6.15044940946088,8696735.464977685
50,39716300,218544600,139984250,-2921250,1415000,6.150756439860309,8703320.362402339
200,34871750,301896200,-6441050,-14377000,1416000,6.15106325335375,8709905.56674891
200,24733500,253009150,49156900,-1846600,1417000,6.151369850247461,8716491.077800652
150,24752200,204308200,60441000,-113350,1418000,6.151676230847047,8723076.895341113
300,27253150,258403300,46553000,11483550,1419000,6.151982395457474,8729663.019154156
150,59500050,222049950,66765350,36438500,1420000,6.152288344383057,8736249.44902394
0,88929300,228436950,45097600,43330850,1421000,6.1525940779274695,8742836.184734935
150,29731350,210001050,85065650,31237150,1422000,6.152899596393747,8749423.22607191
200,78301600,218554000,88634450,17363100,1423000,6.153204900084284,8756010.572819937
150,47200600,247038100,-24121950,15050650,1424000,6.153509989300837,8762598.224764392
50,32485050,213268350,-44415950,-3973200,1425000,6.153814864344529,8769186.181690954
50,25488450,206101800,37842300,11330300,1426000,6.1541195255158465,8775774.443385597
150,35673100,205643750,51711900,-47111600,1427000,6.154423973114647,8782363.009634601
100,34427600,212270000,91506150,36934800,1428000,6.154728207440155,8788951.88022454
100,73842500,221535750,21217150,-63506000,1429000,6.1550322287909704,8795541.054942297
150,41244550,221330100,-34183300,5794200,1430000,6.155336037465061,8802130.533575037
150,84452700,226489700,21130950,-13240050,1431000,6.155639633759776,8808720.315910239
200,40021450,222326100,16717600,136859100,1432000,6.155943017971837,8815310.40173567
50,24316950,261253100,26449000,-2913100,1433000,6.156246190397344,8821900.790839395
100,36671050,229222450,30086100,-77259700,1434000,6.156549151331781,8828491.483009774
50,27306600,244544700,27331350,65761250,1435000,6.156851901070011,8835082.478035467
150,25211350,203192500,-66014050,7613950,1436000,6.157154439906281,8841673.77570542
100,27309300,261528750,32143600,-3073050,1437000,6.157456768134225,8848265.375808882
100,39469050,297173100,22304000,-2846600,1438000,6.157758886046864,8854857.278135391
100,93244600,214466250,22771750,65138200,1439000,6.158060793936605,8861449.482474774
150,24367650,234112850,-25521400,-16407250,1440000,6.158362492095249,8868041.98861716
150,35031600,215702350,64661050,498250,1441000,6.158663980813989,8874634.796352958
250,42812450,224739600,-28872600,-2988300,1442000,6.15896526038341,8881227.905472878
200,25423050,265499950,41447100,-44610700,1443000,6.1592663310934945,8887821.315767912
100,24707250,204018150,83038200,-47035300,1444000,6.15956719323362,8894415.027029349
100,24917450,213661100,41792150,-38123400,1445000,6.159867847092567,8901009.03904876
50,70445000,228762350,25198850,45482100,1446000,6.160168292958512,8907603.351618009
50,59786250,246352650,43734100,35615800,1447000,6.1604685311190375,8914197.964529248
150,69983950,236643350,27643550,-69017200,1448000,6.160768561861128,8920792.877574913
100,44344050,215016600,12879500,36451850,1449000,6.161068385471174,8927388.090547731
100,34979800,220164250,20310800,101835550,1450000,6.161368002234975,8933983.603240713
150,52006100,239075450,24719600,6895400,1451000,6.161667412437736,8940579.415447155
150,31130050,207070650,70276000,28336550,1452000,6.161966616364075,8947175.526960637
250,27156600,258344100,23552100,-2784850,1453000,6.162265614298022,8953771.937575025
150,50705250,220501850,45519500,52389300,1454000,6.162564406523019,8960368.64708447
150,28991000,264532850,51119100,-7346100,1455000,6.162862993321926,8966965.655283403
50,34618650,210616250,29367550,79546650,1456000,6.163161374977018,8973562.961966539
100,34202900,211203550,-62646000,-3165850,1457000,6.16345955176999,8980160.566928877
150,35395750,212569650,40261800,76607250,1458000,6.163757523981956,8986758.469965693
300,49014250,242468950,28581700,-72798900,1459000,6.164055291893452,8993356.670872547
150,24471300,205816400,64103250,-48383250,1460000,6.164352855784437,8999955.169445278
150,35358600,216270600,74387700,14875450,1461000,6.164650215934297,9006553.965480007
50,27408250,269740750,50747800,45184650,1462000,6.164947372621842,9013153.058773132
50,35129050,215366800,-45350650,23154850,1463000,6.165244326125311,9019752.44912133
100,27279550,263435100,-4216150,-2869050,1464000,6.165541076722373,9026352.136321554
350,46942900,227967700,21459250,-68693300,1465000,6.165837624690128,9032952.120171037
150,24539800,209675750,59685300,-4595400,1466000,6.1661339703051095,9039552.40046729
150,29122150,202891600,64004950,-25567250,1467000,6.166430113843282,9046152.977008095
150,35152900,220376550,105274250,36151900,1468000,6.166726055580051,9052753.849591516
100,86830600,217402450,60128600,-37025600,1469000,6.167021795790257,9059355.018015888
250,50986450,216802000,-38547400,-2288300,1470000,6.1673173347481764,9065956.482079819
100,53022300,213003600,55034950,1978600,1471000,6.16761267272753,9072558.241582196
150,34071300,211940300,54657050,37640050,1472000,6.16790781000148,9079160.296322178
150,64057200,227388200,45285400,50238450,1473000,6.168202746842631,9085762.646099197
150,81546550,212175850,-47313750,12026550,1474000,6.168497483523033,9092365.29071295
150,68431100,210100900,59437050,-40037900,1475000,6.168792020314182,9098968.229963418
100,34307700,206215950,61391900,-58448750,1476000,6.169086357487023,9105571.463650847
200,24812400,258628250,-18839950,-33148850,1477000,6.169380495311949,9112174.99157575
50,42040950,214284800,78355250,21485750,1478000,6.169674434058807,9118778.813538916
200,24467500,258060900,30549700,54448950,1479000,6.169968173996892,9125382.929341404
100,25969650,207168750,68513150,-54849550,1480000,6.1702617153949575,9131987.338784536
200,41247000,233946200,25375550,59697400,1481000,6.170555058521209,9138592.04166991
100,25434650,272025250,20135600,-25240700,1482000,6.17084820364331,9145197.037799384
300,24726850,258156600,36084300,40695350,1483000,6.171141151028382,9151802.32697509
150,32005750,205119150,83417500,-2936100,1484000,6.171433900943009,9158407.908999424
150,24363750,201966550,20220000,-76138250,1485000,6.171726453653231,9165013.783675049
100,39554300,215735700,-51263750,-3306550,1486000,6.172018809424556,9171619.950804891
50,39170350,218477300,16721750,-1678600,1487000,6.172310968521955,9178226.410192147
150,158975250,208882100,26705850,-86961350,1488000,6.17260293120986,9184833.161640272
150,24296600,199972350,-66147250,-5209250,1489000,6.172894697752176,9191440.20495299
50,51747750,212666650,29171900,-90034900,1490000,6.173186268412274,9198047.539934289
100,24838900,207763450,-49186250,7446200,1491000,6.173477643452995,9204655.166388415
150,48433800,211568300,21898050,-80092200,1492000,6.17376882313665,9211263.084119882
150,24808650,206566200,95049800,-61237800,1493000,6.174059807725025,9217871.292933462
50,24405750,262465000,33963550,28402550,1494000,6.17435059747938,9224479.792634195
150,39457950,211604800,60227100,10280150,1495000,6.174641192660449,9231088.58302737
150,24451750,206283550,87545600,-63486150,1496000,6.174931593528442,9237697.66391855
150,43553850,219103700,-44654950,-47072900,1497000,6.175221800343053,9244307.03511355
100,24623200,203361450,65392700,-45850950,1498000,6.175511813363448,9250916.696418446
150,25395100,204607450,87591650,-64913100,1499000,6.175801632848279,9257526.64763957
150,24735450,206815850,87255000,4321450,1500000,6.176091259055681,9264136.888583522
