peek() time (ns),add() Best Case time (ns),add() Worst Case time (ns),extractMax() Best Case time (ns),extractMax() Worst Case time (ns),Items (n), logn,nlogn
18600,51694800,231129250,9776750,19796750,0,-Infinity,NaN
6050,60745850,204349000,29343600,32395700,1000,3.0,3000.0
2400,83726850,200728250,-65425500,-2833800,2000,3.3010299956639813,6602.059991327962
12800,64731250,205482600,-11722250,-8812300,3000,3.4771212547196626,10431.363764158988
1250,25846350,223346500,-2827750,-79507350,4000,3.6020599913279625,14408.23996531185
12250,34554000,201427500,-8381700,-78069700,5000,3.6989700043360187,18494.850021680093
13500,24835150,192098450,70869550,10600800,6000,3.7781512503836434,22668.90750230186
14400,56275200,223168500,-50888900,-27589700,7000,3.845098040014257,26915.6862800998
13200,46220250,197035750,41629000,28705150,8000,3.9030899869919438,31224.719895935552
13150,56165550,229059750,-7728150,-35748450,9000,3.9542425094393248,35588.182584953924
13100,72755900,199769950,16118900,71401750,10000,4.0,40000.0
14300,43179350,207279650,-42979100,9696650,11000,4.041392685158225,44455.31953674048
13250,27148200,281352850,25830350,21425950,12000,4.079181246047625,48950.1749525715
13400,23809000,203579300,105573650,-2932150,13000,4.113943352306837,53481.26357998888
12700,89487200,238705950,47167450,-51801350,14000,4.146128035678238,58045.792499495336
1400,26975100,268549100,-4470950,-2934500,15000,4.176091259055681,62641.36888583522
1350,34339100,206339600,-32051000,12413000,16000,4.204119982655925,67265.9197224948
1150,73929850,208304450,42047250,-54777950,17000,4.230448921378274,71917.63166343066
1200,23852900,251564100,-52603350,-47754850,18000,4.2552725051033065,76594.90509185952
1350,34315600,219938250,-43159250,-33185400,19000,4.278753600952829,81296.31841810375
1200,26234100,251456250,-31794200,21970000,20000,4.301029995663981,86020.59991327963
4050,63873800,254432850,48718750,-50622000,21000,4.3222192947339195,90766.60518941231
1200,65301900,222436300,-7825150,-40637100,22000,4.342422680822207,95533.29897808854
1000,70969600,232535850,49127900,46029650,23000,4.361727836017593,100319.74022840464
1200,33095500,206997150,52559300,-48407500,24000,4.380211241711606,105125.06980107856
1450,33682050,206630150,52570350,-3104550,25000,4.3979400086720375,109948.50021680094
1150,51610400,217079750,-28913350,-48475650,26000,4.414973347970818,114789.30704724128
1350,29941450,249519650,27420400,34982700,27000,4.431363764158987,119646.82163229265
950,27961450,249881500,24713300,-59233550,28000,4.447158031342219,124520.42487758215
950,37167950,208293300,70360500,7231900,29000,4.4623979978989565,129409.54193906974
1150,28686950,262020500,50905550,40814500,30000,4.477121254719663,134313.63764158988
1350,44125300,219105550,48218250,-51843550,31000,4.491361693834273,139232.21250886246
1350,26913050,243782800,70665200,16256750,32000,4.505149978319906,144164.799306237
1350,48810600,212846850,-33605850,-56503550,33000,4.518513939877887,149110.96001597028
1550,31774150,203760000,79675650,38100900,34000,4.531478917042255,154070.2831794367
1050,32357300,268022500,61906150,19889850,35000,4.544068044350276,159042.38155225964
1150,71089400,217301650,24185800,36351750,36000,4.556302500767287,164026.8900276223
1050,62514850,237008200,26577700,52494150,37000,4.568201724066995,169023.46379047883
1150,71035100,230186750,50585800,37540600,38000,4.57978359661681,174031.7766714388
1450,55320600,206466650,96856350,34613550,39000,4.5910646070264995,179051.51967403348
1000,34878000,218052050,70940100,-4018950,40000,4.6020599913279625,184082.3996531185
1150,76470450,225991650,-4061949,23171100,41000,4.6127838567197355,189124.13812550914
1301,73713650,213561700,14391700,-15119300,42000,4.623249290397901,194176.47019671183
4200,41239000,215294450,22054801,81576000,43000,4.633468455579586,199239.1435899222
200,24907450,205890249,66827850,20114100,44000,4.643452676486188,204311.91776539225
300,35396099,207152500,82365600,-3637899,45000,4.653212513775344,209394.5631198905
300,47625750,247701150,37326000,-56778351,46000,4.662757831681574,214486.8602573524
299,43953400,219133950,59406299,29068300,47000,4.672097857935717,219588.5993229787
300,24591350,265574950,53704800,27342400,48000,4.681241237375588,224699.5793940282
349,38852149,218580649,-60384400,7989900,49000,4.690196080028514,229819.60792139717
399,72208500,223303150,-35964049,352750,50000,4.698970004336019,234948.50021680092
150,81879350,216916550,-34023751,-8157299,51000,4.707570176097937,240086.07898099476
300,50012700,224360300,84169051,-46076450,52000,4.7160033436347994,245232.17386900957
300,34427050,250787150,47992900,-44484300,53000,4.724275869600789,250386.6210888418
249,34002950,206683901,69263399,14696550,54000,4.732393759822968,255549.26303044028
250,76520599,205361750,56041850,-2392101,55000,4.740362689494244,260719.94792218343
300,31945550,201097200,89519950,-68566650,56000,4.748188027006201,265898.52951234725
100,24579850,205016850,73121349,33913601,57000,4.7558748556724915,271084.866773332
250,34560450,270292150,37656350,-2823349,58000,4.763427993562937,276278.8236266503
400,33055299,222571350,20211750,-113133800,59000,4.770852011642144,281480.26868688647
300,27186999,203016550,82642750,29642700,60000,4.778151250383644,286689.07502301864
300,24743750,204218949,80030650,39603649,61000,4.785329835010767,291905.1199356568
350,27266950,261426250,26737200,-1842350,62000,4.7923916894982534,297128.2847488917
150,113262500,223888200,21050049,40262549,63000,4.799340549453582,302358.45461557567
450,68595949,215796550,-38689650,-11419249,64000,4.8061799739838875,307595.51833496883
200,24400100,201624100,64428850,20089900,65000,4.812913356642856,312839.3681817856
300,79636299,213065100,60918299,-39076350,66000,4.819543935541868,318089.89974576334
249,62292700,221149550,16912949,43043100,67000,4.826074802700826,323347.01178095536
300,27211850,247277501,25006800,-56045849,68000,4.832508912706237,328610.6060640241
250,35483200,208148050,59641099,-68221800,69000,4.838849090737256,333880.5872608706
300,24331101,254098850,5932050,14048649,70000,4.845098040014257,339156.862800998
350,36894700,225500699,28975301,-67299850,71000,4.8512583487190755,344439.3427590544
250,24463650,260482950,15635700,-3323000,72000,4.857332496431268,349727.9397430513
300,28005449,272500500,24634850,-77696549,73000,4.863322860120456,355022.5687887933
249,39712500,235328349,67399050,42558849,74000,4.869231719730976,360323.14726009226
250,43758850,215118300,67494049,8931749,75000,4.8750612633917,365629.5947543775
350,57444099,205134950,69307650,34315149,76000,4.880813592280791,370941.83301334013
250,27160150,262940300,57489000,14234900,77000,4.886490725172482,376259.78583828115
250,24653100,204221499,67017350,-1008850,78000,4.892094602690481,381583.3790098575
249,100581750,223443500,43872999,27222250,79000,4.897627091290442,386912.5402119449
250,59241199,218711199,25060949,68031750,80000,4.903089986991944,392247.1989593555
300,69496800,208305150,60501650,-45531600,81000,4.9084850188786495,397587.2865291706
349,34637299,213782099,45512750,-45707201,82000,4.913813852383717,402932.7358954648
249,34446900,211478449,53610450,-6004350,83000,4.919078092376074,408283.48166721413
350,49590900,217695400,-26004850,-3982151,84000,4.924279286061882,413639.4600291981
250,79324600,230429500,49287499,30672101,85000,4.929418925714293,419000.6086857149
200,64268200,212305701,57286800,-44478150,86000,4.9344984512435675,424366.8668069468
450,35935649,225077150,23664600,-56761500,87000,4.939519252618618,429738.1749778198
300,38245249,214486800,74144350,1538800,88000,4.944482672150168,435114.4751492148
300,25954949,207398050,31497649,-87858700,89000,4.949390006644912,440495.7105913972
300,49437100,209189600,49771800,-7312350,90000,4.954242509439325,445881.82584953925
300,38255449,210429550,22436049,-98052250,91000,4.959041392321094,451272.76670121955
250,38235450,258105100,48771000,-4704301,92000,4.963787827345556,456668.4801157911
300,44809250,356000950,44163750,-2869600,93000,4.968482948553935,462068.91421551595
350,25484550,209968700,-52745350,-4145650,94000,4.973127853599698,467474.01823837165
300,27588600,258349099,34248949,44601200,95000,4.977723605288848,472883.7425024405
250,24823300,272205999,17185150,5835950,96000,4.982271233039568,478298.0383717985
300,92243250,218548650,19479301,47922000,97000,4.986771734266245,483716.8582238258
350,37977100,205498400,77439050,42528800,98000,4.991226075692495,489140.1554178645
250,27529200,264692200,34734650,18305350,99000,4.99563519459755,494567.8842651574
400,38808050,275931750,28919750,-46751900,100000,5.0,500000.0
300,56923800,210602600,21585150,-86000700,101000,5.004321373782642,505436.45875204686
300,35801650,213760000,16212900,71612450,102000,5.008600171761918,510877.21751971566
250,38661650,218826200,20797700,874300,103000,5.012837224705172,516322.2341446327
350,24751800,238495150,2462250,-11321950,104000,5.017033339298781,521771.4672870732
300,39927450,283296800,27929750,-44625000,105000,5.021189299069938,527224.8764023435
350,35004450,220277150,22404650,58159850,106000,5.02530586526477,532682.4217180656
200,26102700,213152850,29696250,-106180950,107000,5.02938377768521,538144.0642123175
300,44765150,235875100,41871800,46630050,108000,5.033423755486949,543609.7655925906
300,37158350,226065350,19270300,-60569150,109000,5.037426497940624,549079.488275528
350,24449250,210214300,81665550,30049850,110000,5.041392685158225,554553.1953674048
300,35052650,262554600,21405700,-43668400,111000,5.045322978786658,560030.850645319
300,27045550,257859800,7919450,-45044750,112000,5.049218022670182,565512.4185390604
250,25144900,246563300,13870000,-3114450,113000,5.05307844348342,570997.8641136264
200,77705550,212914950,51254350,10637850,114000,5.056904851336473,576487.1530523578
250,25334950,255711950,26972300,38494350,115000,5.060697840353612,581980.2516406653
300,45794350,219004450,21920000,44026050,116000,5.064457989226918,587477.1267503225
550,24985450,210994450,88572650,-55735600,117000,5.068185861746161,592977.7458243009
200,38734650,224156000,58970450,-40233350,118000,5.071882007306125,598482.0768621227
350,24544500,256178650,33851150,46018900,119000,5.075546961392531,603990.0884057112
350,24965550,246258600,23027950,65126100,120000,5.079181246047625,609501.749525715
250,24936950,211658100,-39853550,-2281750,121000,5.08278537031645,615017.0298082904
300,35386050,277591100,26677900,42266850,122000,5.086359830674748,620535.8993423193
350,24559000,206462750,-74795800,-40880850,123000,5.089905111439398,626058.328707046
500,24884250,255687800,-45457300,3656200,124000,5.093421685162235,631584.2889601171
300,24695200,250358600,29700450,16721300,125000,5.096910013008056,637113.751626007
300,28224500,257232300,32116150,-8579250,126000,5.1003705451175625,642646.6886848129
250,24732200,213003550,48502350,35631450,127000,5.103803720955957,648183.0725614065
250,25180450,265985450,27670250,-17129100,128000,5.107209969647869,653722.8761149272
500,29210500,219762650,20811250,-2611550,129000,5.110589710299249,659266.0726286031
200,143826100,232078700,26758550,38372950,130000,5.113943352306837,664812.6357998888
150,33419300,229152100,12868700,-10550150,131000,5.117271295655764,670362.5397309051
300,68801150,215575950,66294600,-3448900,132000,5.12057393120585,675915.7589191721
300,46792050,217468400,-31447950,-1900550,133000,5.123851640967086,681472.2682486224
300,39191700,279820250,30075200,-50626000,134000,5.127104798364807,687032.0429808842
350,25172300,229016800,31790100,-49614900,135000,5.1303337684950066,692595.0587468259
350,38450200,245884350,25181900,503300,136000,5.133538908370218,698161.2915383496
350,88925000,219217100,-33678400,2247650,137000,5.136720567156407,703730.7177004277
300,40802000,212266500,-22891800,6056850,138000,5.139879086401237,709303.3139233707
300,34656050,260016950,32181100,-66301850,139000,5.143014800254095,714879.0572353192
350,58964450,213983700,-32045150,7020400,140000,5.146128035678238,720457.9249949533
250,68387850,215950250,-36129650,-39405450,141000,5.14921911265538,726039.8948844086
300,24354850,204377500,86934500,26487400,142000,5.152288344383057,731624.9449023941
300,41542350,207381300,21433850,-2285400,143000,5.155336037465061,737213.0533575037
400,27435850,208996900,55174050,-2423850,144000,5.158362492095249,742804.1988617158
350,39147400,288313500,26266600,19139750,145000,5.161368002234975,748398.3603240714
300,24409500,250499100,10555250,-44480650,146000,5.164352855784437,753995.5169445279
400,37445450,215030650,77614150,-2395450,147000,5.1673173347481764,759595.648207982
300,34663000,291249200,37687950,-1977400,148000,5.1702617153949575,765198.7338784537
250,98002100,209176550,40289350,-14362400,149000,5.173186268412274,770804.7539934288
350,32240300,214675800,22222350,-106624600,150000,5.176091259055681,776413.6888583523
200,24892800,203637350,67118050,24240150,151000,5.17897694729317,782025.5190412686
250,70791150,229042250,29139200,42752250,152000,5.181843587944773,787640.2253676055
250,33814200,208878900,-65343650,-4794550,153000,5.184691430817598,793257.7889150926
450,24556400,205509950,71574600,988700,154000,5.187520720836463,798878.1910088152
450,49110500,219695500,58156450,-44715250,155000,5.190331698170292,804501.4132163952
300,54657950,212909950,79784450,28624050,156000,5.193124598354461,810127.4373432959
200,29397100,202770950,46588200,27952100,157000,5.195899652409234,815756.2454282497
250,66642000,213484100,31075400,73630650,158000,5.198657086954422,821387.8197387987
350,27318700,293157500,45172050,-9873950,159000,5.201397124320452,827022.1427669518
300,38834050,247217250,-12558250,20719750,160000,5.204119982655925,832659.197224948
350,27445750,254758200,24913700,-31474650,161000,5.20682587603185,838298.9660411278
300,31651500,260705350,27783200,-38619450,162000,5.209515014542631,843941.4323559062
250,66146750,228176800,12215350,-30001200,163000,5.212187604403958,849586.5795178452
300,25342600,251652700,2336900,-21621550,164000,5.214843848047698,855234.3910798224
350,43372450,218313250,17305250,68590900,165000,5.217483944213907,860884.8507952946
250,25321500,266270100,13877650,-6741300,166000,5.220108088040055,866537.9426146491
150,39906750,224045000,-52241100,-33174900,167000,5.222716471147583,872193.6506816464
300,53294600,225798250,20776250,54230000,168000,5.225309281725863,877851.959329945
300,34631050,256300800,28439350,4151050,169000,5.227886704613674,883512.8530797109
200,110801500,234181450,2161650,-15348550,170000,5.230448921378274,889176.3166343066
300,39635200,218786200,100846850,13287000,171000,5.232996110392154,894842.3348770584
200,36181450,217190750,16370500,-2457500,172000,5.235528446907549,900510.8928680983
300,37331650,215285500,145009350,-2938950,173000,5.238046103128795,906181.9758412816
350,30321350,211285450,-110378850,-2729250,174000,5.2405492482825995,911855.5692011723
400,80583250,216048150,47557400,-7094200,175000,5.243038048686294,917531.6585201016
200,40035800,216141800,-89469400,-31873250,176000,5.2455126678141495,923210.2295352903
350,50797950,216244350,27959350,-79107950,177000,5.247973266361806,928891.2681460397
200,33483700,216493800,49212900,-5741800,178000,5.250420002308894,934574.7604109831
300,40759000,291169500,26290800,-74729350,179000,5.252853030979893,940260.6925454009
300,24844100,260036550,24255950,-7856700,180000,5.2552725051033065,945949.0509185952
350,37123300,221316900,56364150,-2652950,181000,5.2576785748691846,951639.8220513224
250,28799050,208611350,89952500,-42373000,182000,5.260071387985075,957332.9926132837
300,49934800,210413200,54025450,256950,183000,5.26245108973043,963028.5494206686
300,35557050,205204050,-54245850,6711250,184000,5.264817823009537,968726.4794337548
300,34156450,253026150,-35942600,-29008000,185000,5.267171728403014,974426.7697545575
350,40272500,213712450,64047350,-43283650,186000,5.269512944217916,980129.4076245324
200,43235550,212617500,14645650,-6730550,187000,5.271841606536499,985834.3804223252
250,41138400,223270700,150952200,-46250550,188000,5.27415784926368,991541.6756615718
250,24565700,255805650,22632350,-38589750,189000,5.276461804173244,997251.2809887431
300,24647000,248027900,33780150,41037350,190000,5.278753600952829,1002963.1841810375
300,52379550,226157600,108583850,5484950,191000,5.281033367247727,1008677.3731443159
300,43642750,216183250,16113750,57157050,192000,5.283301228703549,1014393.8359110814
300,74251600,218282000,35521850,-1662400,193000,5.285557309007774,1020112.5606385004
350,118236700,213154750,47135650,36779300,194000,5.2878017299302265,1025833.5356064639
300,24691600,213994550,25406000,-2224500,195000,5.290034611362518,1031556.7492156911
300,168016600,214553500,22385950,-3157950,196000,5.292256071356476,1037282.1899858693
350,24659500,206012900,-38213500,9628650,197000,5.294466226161593,1043009.8465538339
200,78686250,224075000,42533150,36322050,198000,5.296665190261531,1048739.7076717832
250,34749150,207358950,71134500,5139500,199000,5.298853076409706,1054471.7622055316
300,70648850,215549850,27955850,54701850,200000,5.301029995663981,1060205.9991327962
250,38285050,205419400,66641500,20350,201000,5.303196057420489,1065942.407541518
250,97733950,220213300,21543600,-80880900,202000,5.305351369446623,1071680.9766282178
300,42947750,216963600,16086450,84611600,203000,5.307496037913213,1077421.695696382
250,75129450,223156650,51167250,-52523550,204000,5.309630167425898,1083164.5541548834
300,77802100,219123600,21615050,-71874950,205000,5.311753861055754,1088909.5415164295
350,48691850,223973050,52708750,-32423150,206000,5.313867220369153,1094656.6473960455
200,48608950,211661600,-32790050,-45290050,207000,5.315970345456917,1100405.8615095818
250,24931950,246978500,31617150,36147300,208000,5.318063334962762,1106157.1736722544
350,41664400,227094250,51704750,131750,209000,5.320146286111054,1111910.5737972104
300,36140100,210006950,-42522950,19229500,210000,5.3222192947339195,1117666.0518941232
300,75346050,211945700,-30744650,31607650,211000,5.324282455297693,1123423.5980678133
250,34757200,223209250,48574750,-38038100,212000,5.326335860928752,1129183.2025168953
350,58858800,213102650,-25879700,21960900,213000,5.328379603438738,1134944.8555324513
250,34912750,213874150,-34534700,-3691850,214000,5.330413773349191,1140708.547496727
250,24088150,252219400,34707050,52989800,215000,5.332438459915605,1146474.268881855
250,34883950,213241150,-57899400,-32554400,216000,5.334453751150931,1152242.010248601
400,24720450,206123700,70512450,30194600,217000,5.336459733848529,1158011.7622451307
300,34567000,213409550,50475600,-46675600,218000,5.338456493604605,1163783.5156058038
250,71834000,229355350,37860450,-53041450,219000,5.3404441148401185,1169557.261149986
300,34399450,205197800,-54188350,4317450,220000,5.342422680822207,1175332.9897808854
300,25272600,202384050,76149900,14791350,221000,5.344392273685111,1181110.6924844095
200,28240800,208844350,22821700,14141500,222000,5.346352974450639,1186890.3603280417
250,70648000,222141700,10948750,-46140750,223000,5.348304863048161,1192671.9844597399
150,28486550,205078850,19910000,6391100,224000,5.350248018334163,1198455.5561068526
300,71673950,225288350,42998650,-11954450,225000,5.352182518111363,1204241.0665750566
250,34844900,213778100,-47042050,-3980000,226000,5.354108439147401,1210028.5072473127
250,24266600,270374950,31267250,15437050,227000,5.3560258571931225,1215817.8695828388
300,33122700,216026750,91515750,-44333350,228000,5.357934847000454,1221609.1451161036
300,35091300,214671900,18830550,-761900,229000,5.359835482339888,1227402.3254558344
450,34429250,330098950,25390700,-41626000,230000,5.361727836017593,1233197.4022840464
200,24721400,202263500,-45468850,23344200,231000,5.363611979892144,1238994.3673550852
300,38365450,217307350,17579900,-106143050,232000,5.365487984890899,1244793.2124946886
300,27097200,203378550,84989200,42368100,233000,5.367355921026019,1250593.9295990623
300,29382200,259710550,38502700,25023250,234000,5.3692158574101425,1256396.5106339734
250,25969050,204445900,94945800,-2867800,235000,5.371067862271736,1262200.9476338578
300,90935750,237565950,58219850,-51186750,236000,5.372912002970106,1268007.232700945
300,34218800,210118300,-58038800,29570950,237000,5.3747483460101035,1273815.3580043945
300,68196450,214512700,26781850,-73496250,238000,5.376576957056512,1279625.31577945
300,43321500,228021700,22942950,-53168150,239000,5.378397900948138,1285437.098326605
200,26957400,263846300,31913500,20087050,240000,5.380211241711606,1291250.6980107855
150,25327800,206076950,104916350,46531350,241000,5.382017042574868,1297066.1072605434
250,29446800,216088750,19012750,64744500,242000,5.383815365980431,1302883.3185672644
400,25473900,249417350,54330400,31574200,243000,5.385606273598312,1308702.3244843897
350,60376800,216452800,21462750,76126450,244000,5.38738982633873,1314523.11762665
300,42533850,203843950,-44213200,-54065200,245000,5.389166084364533,1320345.6906693105
250,24711300,210376400,55792550,3009200,246000,5.390935107103379,1326170.0363474314
250,25916750,210966600,64600800,-42052500,247000,5.392696953259666,1331996.1474551375
350,34383550,211681450,57059500,-2961300,248000,5.394451680826216,1337824.0168449015
400,24190050,204281600,49501100,11679750,249000,5.396199347095736,1343653.6374268383
200,75755350,212717200,55610200,-39679350,250000,5.3979400086720375,1349485.0021680093
300,54607100,222276850,19147950,70247150,251000,5.399673721481038,1355318.1040917407
300,26902600,278686800,44188550,13537800,252000,5.401400540781544,1361152.936276949
400,41713650,228267600,-22139700,-3071550,253000,5.4031205211758175,1366989.491857482
200,70558350,221582600,30047600,-9143800,254000,5.4048337166199385,1372827.7640214644
300,39066700,216741350,113775000,42739750,255000,5.4065401804339555,1378667.7460106586
300,39912050,203548450,47503750,-42253700,256000,5.408239965311849,1384509.4311198334
200,67473750,225128400,34760350,29985450,257000,5.409933123331294,1390352.8126961426
300,34787650,268723800,29100400,42470700,258000,5.41161970596323,1396197.8841385134
300,34863100,211050950,24436000,-3975650,259000,5.413299764081252,1402044.6388970444
200,38614300,212182400,-15223100,24145900,260000,5.414973347970818,1407893.0704724127
300,65465750,233112900,38195400,-2071300,261000,5.416640507338281,1413743.1724152912
300,24297550,240397850,53994850,52506100,262000,5.418301291319746,1419594.9383257735
200,25110300,203043900,54868550,20628250,263000,5.419955748489758,1425448.3618528063
200,67926600,215242900,-47333200,6368200,264000,5.421603926869831,1431303.4366936353
300,66777250,218006900,22874500,-62419900,265000,5.423245873936808,1437160.156593254
300,40177550,203809300,18871750,43744850,266000,5.424881636631067,1443018.5153438637
300,35125750,218798850,18371200,97186550,267000,5.426511261364575,1448878.5067843415
250,45191500,212380900,23653150,64522700,268000,5.4281347940287885,1454740.1247997154
200,82073500,218061550,22709750,-3672550,269000,5.429752280002408,1460603.3633206477
300,48966150,211514250,55410750,38112050,270000,5.431363764158987,1466468.2163229266
500,72658800,215320250,33083750,53132550,271000,5.432969290874405,1472334.6778269638
400,41795350,205400950,-45133900,-58546350,272000,5.434568904034199,1478202.7418973022
300,24196050,203051050,90524100,15067550,273000,5.4361626470407565,1484072.4026421264
350,85335950,219686800,53003400,29641600,274000,5.437750562820388,1489943.6542127864
250,59730500,216991550,20374050,64577950,275000,5.439332693830263,1495816.4908033223
250,68880300,219519100,26248100,32638800,276000,5.440909082065217,1501690.90665
150,38391900,206110850,63921800,2323000,277000,5.442479769064448,1507566.896030852
300,95670000,227352150,21443950,31467300,278000,5.444044795918076,1513444.4532652253
250,33968250,214651950,57277400,18795400,279000,5.445604203273597,1519323.5727133336
250,24588900,261222700,15198300,-32495200,280000,5.447158031342219,1525204.2487758214
100,24743950,257253600,38541350,-43506000,281000,5.44870631990508,1531086.4758933275
250,27265750,275410850,-13821550,-29557550,282000,5.450249108319361,1536970.2485460597
250,30923000,235200350,32601600,-69179950,283000,5.451786435524291,1542855.5612533742
300,56706900,215729750,23699600,-65412900,284000,5.453318340047038,1548742.4085733588
400,49947850,229231800,31162100,-59706650,285000,5.45484486000851,1554630.7851024254
400,26298550,204867700,-53525550,1507250,286000,5.456366033129043,1560520.6854749061
250,53626950,206152200,15536750,-1835750,287000,5.457881896733992,1566412.104362656
350,30735300,219256800,161771200,-2668500,288000,5.459392487759231,1572305.0364746584
300,42003450,204409350,-56229350,-50225650,289000,5.460897842756548,1578199.4765566424
350,24372800,209628450,102635450,-51418550,290000,5.4623979978989565,1584095.4193906975
150,37713050,205197750,17729200,-22249950,291000,5.463892988985907,1589992.859794899
250,33534750,258541900,34872950,-45775250,292000,5.465382851448418,1595891.7926229383
250,26201950,251481150,10614550,-36718250,293000,5.466867620354109,1601792.212763754
350,34358500,210295500,-64499800,-2048750,294000,5.468347330412158,1607694.1151411743
300,89984400,223964750,22943250,-2124600,295000,5.469822015978163,1613597.4947135581
250,136632750,212200800,-15907700,-5155100,296000,5.471291711058939,1619502.3464734459
200,35488150,210956150,19260150,-4496600,297000,5.472756449317212,1625408.665447212
400,136851700,225987500,19902600,1765300,298000,5.474216264076255,1631316.446694724
450,92366850,228920800,-18357200,-19683400,299000,5.47567118832443,1637225.6853090045
300,26662800,204956200,-55553150,3049950,300000,5.477121254719663,1643136.3764158988
250,24678850,199822100,87281850,-690100,301000,5.478566495593843,1649048.5151737467
300,24235850,248889850,21419400,-71967600,302000,5.480006942957151,1654962.0967730596
300,36847700,233472800,59145600,24333650,303000,5.481442628502305,1660877.1164361984
300,27550250,254384150,42354250,-53627300,304000,5.482873583608754,1666793.5694170613
400,74931800,228165900,33511750,-49802600,305000,5.484299839346786,1672711.4510007696
200,24419550,257132550,17190250,-11020550,306000,5.48572142648158,1678630.7565033634
300,35043550,215426200,34265650,67209700,307000,5.487138375477186,1684551.481271496
250,34648900,219935900,19188800,80315500,308000,5.488550716500444,1690473.6206821366
350,38444750,221459650,-54921950,-2876850,309000,5.489958479424835,1696397.170142274
400,32088150,229729900,15803000,-3144000,310000,5.491361693834273,1702322.1250886247
500,40538100,318287800,26998400,40406500,311000,5.492760389026838,1708248.4809873465
350,24791700,203330600,-53523100,-2999400,312000,5.494154594018442,1714176.2333337541
200,96131050,228318150,43963900,37706150,313000,5.495544337546448,1720105.3776520384
450,34475000,214005850,81626250,7010100,314000,5.496929648073215,1726035.9094949896
400,27750750,262492300,24326250,-4188500,315000,5.498310553789601,1731967.8244437242
250,115402100,212278400,29725950,-55184750,316000,5.4996870826184034,1737901.1181074155
300,26027550,255143100,22465000,-2147100,317000,5.501059262217751,1743835.786123027
250,104035200,229525450,41348600,-56688000,318000,5.502427119984433,1749771.8241550496
250,72328200,218785600,25726050,56012150,319000,5.503790683057181,1755709.2278952408
250,41391750,205975700,-49838950,-53225350,320000,5.505149978319906,1761647.99306237
250,40463700,230363750,43230600,-38509350,321000,5.506505032404872,1767588.115401964
300,43351200,216809750,78459050,-33506100,322000,5.507855871695831,1773529.5906860577
350,50694500,221934150,24797250,-72731500,323000,5.509202522331103,1779472.4147129462
250,34877600,204750100,-66863650,-29664600,324000,5.510545010206612,1785416.5833069424
300,24250250,207688550,71957100,31876700,325000,5.511883360978874,1791362.0923181341
350,79333000,216955000,-41802100,13412900,326000,5.513217600067939,1797308.9376221483
250,34614850,218861800,66188900,-5960050,327000,5.514547752660286,1803257.1151199136
200,27169150,255834050,41274200,28127300,328000,5.515873843711679,1809206.6207374309
300,27265000,248725850,28727000,-59855900,329000,5.517195897949974,1815157.4504255415
200,32279000,211524150,21664600,-4097650,330000,5.518513939877887,1821109.6001597028
250,40159900,314867950,22384400,72500250,331000,5.519827993775719,1827063.0659397629
200,68456200,224574100,40200000,35152750,332000,5.521138083704036,1833017.84378974
250,24466450,276458850,45035550,35438400,333000,5.52244423350632,1838973.9297576046
250,37837750,217596000,35956350,482100,334000,5.523746466811565,1844931.3199150625
350,92583200,218324100,20472450,-2263400,335000,5.525044807036846,1850890.0103573434
350,115393350,220260800,26921800,45809100,336000,5.526339277389844,1856849.9972029875
300,24499350,202406100,58138200,30488950,337000,5.5276299008713385,1862811.2765936411
300,24360550,249854600,17885250,-54181900,338000,5.528916700277655,1868773.8446938475
450,28554050,207539550,21907300,-30615750,339000,5.5301996982030825,1874737.697690845
250,35244600,217227400,65256900,-44540800,340000,5.531478917042255,1880702.831794367
4750,61514500,241966900,-1158800,15209550,341000,5.532754378992498,1886669.2432364416
150,36330650,265139450,30301650,16475800,342000,5.534026106056135,1892636.9282711982
350,66499600,255117300,27703500,-52678900,343000,5.535294120042771,1898605.8831746704
400,33717650,205588800,24242850,-7943450,344000,5.53655844257153,1904576.1042446063
200,40419850,227490050,150416050,-3389300,345000,5.537819095073274,1910547.5878002797
150,69744500,233344150,17827700,34404500,346000,5.539076098792776,1916520.3301823006
300,55506200,234967700,33318500,48630550,347000,5.540329474790874,1922494.3277524333
300,79214200,216490700,20270450,58312300,348000,5.541579243946581,1928469.5768934102
400,42236450,208142650,56981600,8084550,349000,5.54282542695918,1934446.0740087538
400,61530100,230984900,-334950,-39762850,350000,5.544068044350276,1940423.8155225965
300,42684550,214591300,24357150,60507300,351000,5.545307116465824,1946402.7978795043
300,27235250,201049050,66779900,13237750,352000,5.546542663478131,1952383.017544302
300,28885150,256669050,28618300,46426800,353000,5.547774705387822,1958364.4710019012
300,43887000,207142700,21803700,75405650,354000,5.549003262025788,1964347.1547571288
300,65559800,244526800,45237300,19097700,355000,5.550228353055094,1970331.0653345585
400,48065550,215960250,19119650,66961400,356000,5.551449997972875,1976316.1992783435
300,70802250,217740000,-1111500,-35008850,357000,5.552668216112194,1982302.5531520532
250,28620100,244993550,25178800,47003700,358000,5.553883026643875,1988290.1235385071
150,45285500,205049950,8664050,-69091650,359000,5.555094448578319,1994278.9070396165
250,24858100,251370100,29903600,40982050,360000,5.556302500767287,2000268.9002762232
350,25973150,204881250,69741900,30390000,361000,5.557507201905658,2006260.0998879424
250,34855450,212882600,52898600,-40885500,362000,5.558708570533166,2012252.502533006
300,81646150,215058550,-4824400,-26854450,363000,5.559906625036112,2018246.1048881088
