ItemsInList,SortedTree time(ns),DescendingTree time(ns),RandomTree time(ns),n^2,logn,nlogn,SortedTree n^2,SortedTree logn,SortedTree nlogn,DescendingTree n^2,DescendingTree logn,DescendingTree nlogn,RandomTree n^2,RandomTree Logn,RandomTree nlogn
335,205800,226590,8740,112225,2.525044807,845.8900104,1.833815995,81503.50419,243.2940423,2.019068835,89737.02145,267.8717058,0.07787926,3461.324716,10.33231259
336,214970,220000,8280,112896,2.526339277,848.8499972,1.904141865,85091.50055,253.2485135,1.948696145,87082.5237,259.1741777,0.073341837,3277.469528,9.754373596
337,213220,220720,9400,113569,2.527629901,851.8112766,1.877448952,84355.7041,250.313662,1.9434881,87322.91065,259.1184292,0.082769066,3718.898877,11.03530824
338,213830,221510,9390,114244,2.5289167,854.7738447,1.871695669,84553.99103,250.1597368,1.938920206,87590.86449,259.1445695,0.0821925,3713.052312,10.98536187
339,217750,227780,9140,114921,2.530199698,857.7376977,1.894779892,86060.40075,253.8654889,1.982057239,90024.51473,265.5590405,0.079532897,3612.36309,10.65593832
340,219820,226040,9490,115600,2.531478917,860.7028318,1.901557093,86834.61613,255.3959298,1.955363322,89291.67787,262.622582,0.082093426,3748.796775,11.02587287
341,221020,228040,9440,116281,2.532754379,863.6692432,1.900740448,87264.67984,255.908152,1.961111446,90036.3659,264.0362636,0.081182652,3727.167576,10.93011019
342,350280,228490,9750,116964,2.534026106,866.6369283,2.994767621,138230.6201,404.1830997,1.953507062,90168.76324,263.6513545,0.083358982,3847.632026,11.25038604
343,221930,229730,9460,117649,2.53529412,869.6058832,1.886373875,87536.19481,255.2075651,1.952672781,90612.76094,264.1771456,0.080408673,3731.322502,10.87849126
344,222030,256830,9230,118336,2.536558443,872.5761042,1.876267577,87531.98676,254.4534499,2.170345457,101251.3631,294.335358,0.077998242,3638.788622,10.5778739
345,223770,231550,9420,119025,2.537819095,875.5475878,1.880025205,88174.13362,255.5771989,1.945389624,91239.75797,264.4630666,0.079143037,3711.848499,10.75898116
346,225330,233270,9180,119716,2.539076099,878.5203302,1.882204551,88744.87854,256.4880883,1.948528183,91872.00026,265.5260123,0.07668148,3615.488328,10.44938823
347,226730,245560,8890,120409,2.540329475,881.4943278,1.882998779,89252.20222,257.2109574,2.039382438,96664.62655,278.5724108,0.07383169,3499.546058,10.08514714
348,291440,299570,9210,121104,2.541579244,884.4695769,2.406526622,114668.8622,329.5082246,2.473659004,117867.6607,338.7001745,0.076050337,3623.731199,10.41302069
349,248840,241120,9610,121801,2.542825427,887.446074,2.043004573,97859.64753,280.4001362,1.979622499,94823.6546,271.7010161,0.078899188,3779.26062,10.82882699
350,230600,250780,10720,122500,2.544068044,890.4238155,1.88244898,90642.22968,258.9777991,2.047183673,98574.40746,281.6411642,0.087510204,4213.723774,12.03921078
351,231950,240750,9260,123201,2.545307116,893.4027979,1.882695757,91128.49231,259.6253342,1.954123749,94585.83542,269.4753146,0.075161728,3638.067854,10.36486568
352,233390,242410,10070,123904,2.546542663,896.3830175,1.883635718,91649.7506,260.3686097,1.956434013,95191.80789,270.4312724,0.081272598,3954.38103,11.23403702
353,248060,242740,9350,124609,2.547774705,899.364471,1.990706931,97363.39696,275.8169885,1.948013386,95275.30024,269.9017004,0.075034709,3669.869231,10.39623012
354,238020,251440,9790,125316,2.549003262,902.3471548,1.899358422,93377.67572,263.778745,2.0064477,98642.47871,278.6510698,0.078122506,3840.716937,10.84948287
355,243480,252430,10330,126025,2.550228353,905.3310653,1.93199762,95473.80324,268.9402908,2.003015275,98983.29289,278.8261771,0.081967864,4050.617658,11.41019059
356,250750,253730,9920,126736,2.551449998,908.3161993,1.978522283,98277.45016,276.0602532,2.002035728,99445.41347,279.3410491,0.078272945,3887.985266,10.92130693
357,246860,254690,9310,127449,2.552668216,911.3025532,1.936931635,96706.65324,270.8869839,1.998367975,99774.03189,279.4790809,0.073048827,3647.164148,10.21614607
358,248610,261280,11110,128164,2.553883027,914.2901235,1.939780282,97345.88366,271.9158762,2.038637995,102306.9566,285.7736218,0.086685809,4350.238395,12.1515039
359,248730,258030,10460,128881,2.555094449,917.278907,1.929919849,97346.69501,271.1607103,2.002079438,100986.4822,281.2993933,0.08116014,4093.782132,11.40329285
360,250190,260090,10480,129600,2.556302501,920.2689003,1.930478395,97871.82852,271.8661903,2.006867284,101744.6096,282.6239156,0.080864198,4099.671301,11.38797584
361,250190,267720,10270,130321,2.557507202,923.2600999,1.919798037,97825.72648,270.9853919,2.054312045,104680.0571,289.9724574,0.078805411,4015.628966,11.12362594
362,253040,263310,10780,131044,2.558708571,926.2525025,1.930954489,98893.63834,273.1868463,2.009325112,102907.3819,284.2745356,0.082262446,4213.062841,11.63829514
363,255940,265780,9660,131769,2.559906625,929.2461049,1.942338486,99980.20924,275.4275737,2.017014624,103824.0994,286.0168029,0.073310111,3773.57514,10.3955238
364,266690,264810,10450,132496,2.561101384,932.2409036,2.012815481,104130.9812,286.0741241,1.998626374,103396.922,284.057478,0.078870306,4080.275801,11.2095489
365,257950,267230,10360,133225,2.562292864,935.2368955,1.936198161,100671.5523,275.8124719,2.005854757,104293.3084,285.7350916,0.077763183,4043.253659,11.07740729
366,259430,278520,10410,133956,2.563481085,938.2340773,1.936680701,101202.2291,276.5088226,2.079190182,108649.134,296.8555574,0.077712085,4060.884264,11.0953122
367,261580,269720,10100,134689,2.564666064,941.2324456,1.942103661,101993.7853,277.9122216,2.002539183,105167.6878,286.5604573,0.074987564,3938.134536,10.73061181
368,264870,269860,10290,135424,2.565847819,944.2319973,1.95585716,103229.0372,280.5136881,1.992704395,105173.8135,285.7984063,0.075983578,4010.370344,10.8977455
369,264490,272540,10700,136161,2.567026366,947.2327291,1.942479858,103033.6125,279.2238822,2.001601046,106169.5367,287.7223217,0.078583442,4168.24702,11.29606238
370,265320,274340,10700,136900,2.568201724,950.2346379,1.938056976,103309.6417,279.2152479,2.003944485,106821.8269,288.7076403,0.07815924,4166.339388,11.26037673
371,262400,250900,11350,137641,2.56937391,953.2377205,1.906408701,102126.0467,275.2723632,1.822858015,97650.2482,263.2082162,0.082460895,4417.418562,11.90678858
372,271150,253020,9790,138384,2.57054294,956.2419736,1.959402821,105483.5521,283.5579356,1.828390565,98430.56736,264.5982994,0.070745173,3808.533928,10.23799443
373,245200,253710,10590,139129,2.571708832,959.2473943,1.762393175,95345.16387,255.6170613,1.82355943,98654.24766,264.4885996,0.07611641,4117.884524,11.03990489
374,247700,271450,9220,139876,2.572871602,962.2539792,1.770854185,96273.75101,257.4164465,1.940647431,105504.6819,282.09808,0.065915525,3583.544547,9.581669912
375,248900,256760,9360,140625,2.574031268,965.2617254,1.769955556,96696.57207,257.8575255,1.825848889,99750.14803,266.0003948,0.06656,3636.319464,9.696851904
376,249360,258700,9950,141376,2.575187845,968.2706297,1.763807153,96831.77112,257.5313062,1.829872114,100458.691,267.1773697,0.070379697,3863.795808,10.27605268
377,251940,259280,10010,142129,2.57634135,971.280689,1.772615019,97789.83673,259.3894874,1.824258244,100638.8381,266.9465201,0.070428976,3885.35471,10.30598066
378,257790,268370,10460,142884,2.5774918,974.2919003,1.804190812,100015.8371,264.5921617,1.878236891,104120.6028,275.4513302,0.073206237,4058.208837,10.73600221
379,259380,272400,10990,143641,2.57863921,977.3042606,1.80575184,100587.9376,265.4035293,1.896394483,105637.1124,278.7258902,0.076510189,4261.93783,11.24521855
380,271300,264090,9480,144400,2.579783597,980.3177667,1.878808864,105163.8596,276.746999,1.828878116,102369.0516,269.3922409,0.06565097,3674.726831,9.670333765
381,255740,266270,9100,145161,2.580924976,983.3324157,1.761767968,99088.50602,260.074819,1.834308113,103168.4386,270.7833035,0.062689014,3525.867697,9.254245924
382,258830,277800,9620,145924,2.582063363,986.3482046,1.773731531,100241.5369,262.4124004,1.903730709,107588.3745,281.6449594,0.065924728,3725.702529,9.75314798
383,259740,268280,9880,146689,2.583198774,989.3651304,1.770684918,100549.7535,262.5319935,1.828903326,103855.7322,271.1637916,0.06735338,3824.715349,9.986201955
384,261250,269670,9680,147456,2.584331224,992.3831902,1.771714952,101089.9832,263.2551645,1.828816732,104348.0795,271.7397903,0.065646701,3745.649903,9.754296623
385,281320,270790,10090,148225,2.58546073,995.4023809,1.897925451,108808.4599,282.6193763,1.826884804,104735.6848,272.0407397,0.068072188,3902.592635,10.13660425
386,263510,272970,10110,148996,2.586587305,998.4226996,1.768570968,101875.5483,263.926291,1.832062606,105532.877,273.4012359,0.067854171,3908.625076,10.1259717
387,265680,292060,10040,149769,2.587710965,1001.444143,1.773931855,102669.8899,265.2968733,1.950069774,112864.2279,291.6388317,0.06703657,3879.876901,10.02552171
388,266550,275780,10040,150544,2.588831726,1004.46671,1.770578701,102961.5009,265.364693,1.83188968,106526.8157,274.5536486,0.066691466,3878.19722,9.995353659
389,268220,277510,10360,151321,2.589949601,1007.490395,1.772523311,103561.8608,266.2258631,1.83391598,107148.8031,275.4467947,0.068463729,4000.077837,10.28297645
390,279210,278980,9760,152100,2.591064607,1010.515197,1.835700197,107758.7951,276.3046027,1.834188034,107670.0285,276.0769961,0.06416831,3766.791447,9.658439607
391,271550,280830,10960,152881,2.592176757,1013.541112,1.776218104,104757.5167,267.9220376,1.836918911,108337.5195,277.078055,0.071689746,4228.106733,10.81357221
392,273500,309660,20540,153664,2.593286067,1016.568138,1.779857351,105464.6471,269.0424672,2.015175968,119408.346,304.6131276,0.133668263,7920.452842,20.20523684
393,360940,286550,10250,154449,2.59439255,1019.596272,2.336952651,139123.1254,354.0028635,1.855304987,110449.7467,281.0426124,0.066364949,3950.828489,10.0529987
394,276090,285160,10500,155236,2.595496222,1022.625511,1.77851787,106372.7227,269.9815298,1.836945039,109867.2376,278.8508568,0.06763895,4045.469191,10.2676883
395,301460,293760,10080,156025,2.596597096,1025.655853,1.932126262,116098.1041,293.919251,1.882775196,113132.6845,286.4118595,0.064605031,3882.00388,9.827857924
396,278710,288010,11110,156816,2.597695186,1028.687294,1.777305887,107291.264,270.9375354,1.83661106,110871.3607,279.9781836,0.070847363,4276.868225,10.80017229
397,279590,322990,10190,157609,2.598790507,1031.719831,1.773946919,107584.6627,270.9941125,2.049311905,124284.7391,313.0597961,0.064653668,3921.054804,9.876712352
398,285090,290950,10170,158404,2.599883072,1034.753463,1.799765157,109654.9314,275.5149031,1.836759173,111908.879,281.1780878,0.064202924,3911.71438,9.828428091
399,284120,301200,19620,159201,2.600972896,1037.788185,1.784662157,109236.048,273.7745563,1.891947915,115802.8215,290.2326354,0.123240432,7543.331202,18.90559199
400,288010,293820,10130,160000,2.602059991,1040.823997,1.8000625,110685.3804,276.713451,1.836375,112918.2267,282.2955668,0.0633125,3893.06935,9.732673376
401,286260,294770,10790,160801,2.603144373,1043.860893,1.78021281,109967.0087,274.231942,1.833135366,113236.1321,282.3843693,0.067101573,4144.98716,10.33662633
402,301750,296750,11640,161604,2.604226053,1046.898873,1.867218633,115869.3577,288.232233,1.836278805,113949.4015,283.4562225,0.07202792,4469.658072,11.11855242
403,291700,312410,12140,162409,2.605305046,1049.937934,1.796082729,111963.8564,277.8259463,1.923600293,119913.0215,297.5509218,0.074749552,4659.723059,11.56258824
404,303500,336530,11710,163216,2.606381365,1052.978072,1.859499069,116444.9701,288.2301239,2.061868934,129117.7126,319.5982985,0.071745417,4492.819108,11.12083938
405,306190,315210,10980,164025,2.607455023,1056.019284,1.866727633,117428.6794,289.9473566,1.92171925,120887.9912,298.4888673,0.066941015,4211.002645,10.3975374
406,305780,323630,12860,164836,2.608526034,1059.06157,1.855055934,117223.2886,288.7273118,1.963345386,124066.2335,305.5818559,0.078016938,4929.987217,12.14282566
407,309260,318800,10710,165649,2.609594409,1062.104925,1.866959656,118508.8376,291.1765051,1.92455131,122164.5781,300.1586685,0.064654782,4104.086046,10.0837495
408,310310,319720,19100,166464,2.610660163,1065.149347,1.864126778,118862.6557,291.3300384,1.920655517,122467.1079,300.1644803,0.114739523,7316.157143,17.9317577
409,315800,321410,11260,167281,2.611723308,1068.194833,1.887841417,120916.331,295.6389511,1.921377801,123064.338,300.890802,0.067311888,4311.329598,10.54114816
410,312030,323790,11890,168100,2.612783857,1071.241381,1.856216538,119424.3447,291.2788896,1.926174896,123925.2911,302.2568075,0.070731707,4550.701724,11.0992725
411,323070,325120,11170,168921,2.613841822,1074.288989,1.912550837,123599.6751,300.7291365,1.924686688,124383.9613,302.6373754,0.066125585,4273.403198,10.39757469
412,315580,326880,12600,169744,2.614897216,1077.337653,1.859152606,120685.4319,292.9258057,1.925723442,125006.8255,303.414625,0.074229428,4818.545036,11.69549766
413,330300,328570,11490,170569,2.615950052,1080.387371,1.936459732,126263.8787,305.7236772,1.926317209,125602.5511,304.1223997,0.067362768,4392.285699,10.63507433
414,319470,329770,12060,171396,2.617000341,1083.438141,1.863929147,122074.879,294.8668575,1.924023898,126010.6828,304.3736301,0.070363369,4608.329548,11.13123079
415,321200,331610,12100,172225,2.618048097,1086.48996,1.865002177,122686.8217,295.6308956,1.925446364,126663.0664,305.2122083,0.070256931,4621.763831,11.13678031
416,321400,333380,11800,173056,2.619093331,1089.542826,1.857202293,122714.2218,294.9861102,1.926428439,127288.3238,305.9815477,0.068186021,4505.375911,10.83023055
417,319390,335330,11230,173889,2.620136055,1092.596735,1.83674643,121898.2501,292.3219426,1.928414103,127981.9036,306.9110398,0.064581428,4286.036971,10.27826612
418,310920,321020,10830,174724,2.621176282,1095.651686,1.779492228,118618.5005,283.7763169,1.837297681,122471.7323,292.994575,0.061983471,4131.732793,9.884528213
419,312780,335060,11240,175561,2.622214023,1098.707676,1.781602976,119280.8814,284.679908,1.908510432,127777.5182,304.9582773,0.064023331,4286.454081,10.23020067
420,313520,324880,11740,176400,2.62324929,1101.764702,1.777324263,119515.9001,284.5616668,1.841723356,123846.4073,294.8723983,0.066553288,4475.365739,10.65563271
421,316130,344090,11770,177241,2.624282096,1104.822762,1.783616658,120463.4214,286.1363929,1.941367968,131117.7638,311.4436195,0.066406757,4485.036124,10.65329246
422,318830,328900,11920,178084,2.625312451,1107.881854,1.790334898,121444.5922,287.7833938,1.846881247,125280.3261,296.8728107,0.066934705,4540.411941,10.75927
423,319420,336280,11840,178929,2.626340367,1110.941975,1.785177361,121621.7075,287.5217672,1.87940468,128041.2867,302.6980773,0.066171498,4508.174244,10.65762233
424,331350,330660,11440,179776,2.627365857,1114.003123,1.843127002,126114.9067,297.4408178,1.839288893,125852.2863,296.82143,0.063634745,4354.170917,10.26927103
425,323800,332740,11740,180625,2.62838893,1117.065295,1.79266436,123193.3358,289.8666724,1.84215917,126594.6589,297.8697856,0.06499654,4466.614459,10.50968108
426,333190,334210,11900,181476,2.629409599,1120.128489,1.836000353,126716.6592,297.4569464,1.841620931,127104.579,298.3675562,0.065573409,4525.730797,10.62378121
427,327220,336750,11590,182329,2.630427875,1123.192703,1.794667881,124398.0126,291.3302403,1.846936033,128020.9973,299.8149821,0.06356641,4406.127273,10.31879923
428,336340,337470,12530,183184,2.631443769,1126.257933,1.836077387,127815.7656,298.6349664,1.842246048,128245.1877,299.6382889,0.06840117,4761.644595,11.12533784
429,327630,339220,12170,184041,2.632457292,1129.324178,1.780201151,124457.8596,290.1115608,1.843176249,128860.5901,300.3743358,0.06612657,4623.056958,10.77635654
430,344710,339570,11780,184900,2.633468456,1132.391436,1.86430503,130895.8151,304.4088723,1.83650622,128944.0165,299.8698058,0.063710114,4473.188192,10.40276324
431,332890,341640,11460,185761,2.63447727,1135.459703,1.79203385,126359.0329,293.1764104,1.839137386,129680.3749,300.8825403,0.061692174,4350.009062,10.09282845
432,339870,343830,12080,186624,2.635483747,1138.528979,1.821148405,128959.2472,298.5167759,1.842367541,130461.8177,301.9949483,0.064729081,4583.598747,10.61018229
433,337760,345190,12250,187489,2.636487896,1141.599259,1.801492354,128109.8239,295.865644,1.841121346,130927.9669,302.3740575,0.065337166,4646.332728,10.73056057
434,349710,346420,12100,188356,2.63748973,1144.670543,1.856643802,132591.9855,305.5114874,1.839176878,131344.5873,302.6372979,0.064240056,4587.69559,10.57072717
435,338450,349260,12220,189225,2.638489257,1147.742827,1.788611441,128274.1626,294.8831324,1.845739199,132371.2041,304.3016187,0.064579205,4631.438225,10.64698442
436,353810,350250,12130,190096,2.639486489,1150.816109,1.86121749,134045.0127,307.4426897,1.84249011,132696.2655,304.3492328,0.063809864,4595.590866,10.54034602
437,348870,351510,11920,190969,2.640481437,1153.890388,1.826841006,132123.6329,302.3424093,1.840665239,133123.4505,304.6303216,0.062418508,4514.328271,10.33027064
438,355730,353530,12630,191844,2.641474111,1156.96566,1.854267009,134671.0152,307.4680712,1.842799358,133838.1469,305.5665454,0.065834741,4781.421082,10.91648649
439,343880,354850,13410,192721,2.64246452,1160.041924,1.784341094,130136.0898,296.4375621,1.841262758,134287.5173,305.8941169,0.069582453,5074.807967,11.55992703
440,368570,356840,12400,193600,2.643452676,1163.119178,1.903770661,139427.5007,316.8806835,1.843181818,134990.1223,306.7957324,0.064049587,4690.834873,10.66098835
441,349030,359450,12900,194481,2.644438589,1166.197418,1.79467403,131986.4267,299.2889494,1.848252529,135926.7715,308.2239717,0.066330387,4878.162061,11.06159198
442,357580,359940,13120,195364,2.645422269,1169.276643,1.830326979,135169.3467,305.8130017,1.842406994,136061.4538,307.8313435,0.067156692,4959.510681,11.2206124
443,350780,361290,12810,196249,2.646403726,1172.356851,1.787423121,132549.6924,299.209238,1.840977534,136521.1197,308.1740852,0.065274218,4840.531274,10.92670716
444,396150,363550,13510,197136,2.64738297,1175.438039,2.009526418,149638.3426,337.0232943,1.844158348,137324.295,309.2889527,0.068531369,5103.152869,11.49358754
445,353590,364000,12070,198025,2.648360011,1178.520205,1.785582628,133512.8149,300.0287976,1.838151749,137443.5494,308.8619088,0.0609519,4557.537476,10.24165725
446,369940,366950,12560,198916,2.649334859,1181.603347,1.859780008,139635.0479,313.0830671,1.844748537,138506.4628,310.5526071,0.063142231,4740.81257,10.6296246
447,357770,368250,11740,199809,2.650307523,1184.687463,1.790559985,134991.8818,301.9952614,1.843010075,138946.1399,310.8414764,0.058756112,4429.674631,9.909786647
448,359630,370390,12660,200704,2.651278014,1187.77255,1.791842714,135644.017,302.7768237,1.845454002,139702.4371,311.8357971,0.063077966,4775.055627,10.65860631
449,368800,385350,12900,201601,2.652246341,1190.858607,1.829356005,139051.9403,309.6925175,1.911448852,145291.9339,323.5900532,0.063987778,4863.801601,10.83252027
450,362840,373660,12730,202500,2.653212514,1193.945631,1.791802469,136754.9709,303.8999352,1.845234568,140833.046,312.9623244,0.062864198,4797.957168,10.66212704
451,363520,383370,14410,203401,2.654176542,1197.03362,1.787208519,136961.4998,303.6840351,1.884798993,144440.2789,320.2666938,0.070845276,5429.179172,12.03809129
452,364330,376360,13240,204304,2.655138435,1200.122573,1.783273945,137216.9508,303.5773248,1.842156786,141747.788,313.6013009,0.064805388,4986.557321,11.03220646
453,367390,391740,13290,205209,2.656098202,1203.212486,1.790321087,138319.434,305.3409139,1.9089806,147487.0167,325.5784034,0.064763241,5003.58006,11.0454306
454,368310,381190,12690,206116,2.657055853,1206.303357,1.786906402,138615.8291,305.3212095,1.849395486,143463.2996,315.9984574,0.061567273,4775.962834,10.51974192
455,370910,426820,12440,207025,2.658011397,1209.395185,1.79161937,139544.1722,306.6904883,2.061683372,160578.6945,352.9202077,0.060089361,4680.190618,10.28613323
456,372390,384130,13640,207936,2.658964843,1212.487968,1.790887581,140050.7423,307.1288209,1.847347261,144465.9944,316.8113912,0.065597107,5129.815852,11.24959617
457,384250,385980,13410,208849,2.6599162,1215.581703,1.839846013,144459.4382,316.1038036,1.84812951,145109.8347,317.5269905,0.06420907,5041.51221,11.03175538
458,375140,387740,13970,209764,2.660865478,1218.676389,1.788390763,140984.2035,307.8257718,1.848458267,145719.5049,318.1648578,0.066598654,5250.171463,11.46325647
459,389130,389210,15700,210681,2.661812686,1221.772023,1.847010409,146189.851,318.4964075,1.84739013,146219.9057,318.5618862,0.074520246,5898.236223,12.85018785
460,378360,410450,12990,211600,2.662757832,1224.868603,1.788090737,142093.2822,308.8984396,1.939744802,154144.6973,335.0971681,0.061389414,4878.400824,10.60521918
461,391490,393100,12810,212521,2.663700925,1227.966127,1.842123837,146972.2056,318.8117258,1.849699559,147576.6278,320.1228368,0.060276396,4809.098453,10.43188385
462,385520,455650,14250,213444,2.664641976,1231.064593,1.80618804,144679.8495,313.1598474,2.134751972,170998.5822,370.1268014,0.066762242,5347.810374,11.57534713
463,382100,400810,13570,214369,2.665580991,1234.163999,1.782440558,143345.8602,309.6022898,1.869719969,150364.9678,324.7623496,0.063302063,5090.822618,10.99529723
464,410320,399100,13330,215296,2.666517981,1237.264343,1.90584126,153878.5799,331.6348704,1.853726962,149670.8452,322.5664768,0.061914759,4999.028732,10.77376882
465,391440,399690,12990,216225,2.667452953,1240.365623,1.810336455,146746.7307,315.584367,1.848491155,149839.5687,322.2356316,0.060076309,4869.8141,10.47271849
466,401430,406340,14190,217156,2.668385917,1243.467837,1.848578902,150439.259,322.8310279,1.871189375,152279.3227,326.7796624,0.065344729,5317.821501,11.41163412
467,389770,429170,13830,218089,2.669316881,1246.570983,1.787206141,146018.6323,312.6737308,1.96786633,160778.963,344.2804347,0.063414478,5181.100865,11.0944344
468,395260,405970,13710,219024,2.670245853,1249.675059,1.804642414,148023.8232,316.2902205,1.853541164,152034.6898,324.8604483,0.06259588,5134.35869,10.9708519
469,392830,418170,13490,219961,2.671172843,1252.780063,1.785907502,147062.741,313.566612,1.901109742,156549.2106,333.7936261,0.061329054,5050.216064,10.76805131
470,396340,409560,13920,220900,2.672097858,1255.885993,1.794205523,148325.4061,315.5859705,1.854051607,153272.8297,326.1124037,0.063014939,5209.390052,11.08380862
471,413360,413630,13560,221841,2.673020907,1258.992847,1.863316519,154641.514,328.325932,1.864533607,154742.5233,328.5403892,0.06112486,5072.912061,10.77051393
472,409880,415450,16770,222784,2.673941999,1262.100623,1.839808963,153286.7954,324.7601597,1.864810758,155369.8623,329.173437,0.075274706,6271.639403,13.28737162
473,401300,414240,14180,223729,2.674861141,1265.20932,1.793687899,150026.4795,317.1807177,1.85152573,154864.1138,327.4082743,0.06338025,5301.209765,11.20763164
474,403910,435380,13550,224676,2.675778342,1268.318934,1.797744307,150950.4706,318.4609085,1.937812672,162711.5345,343.2732796,0.060309067,5063.94711,10.68343272
475,403360,418610,14680,225625,2.67669361,1271.429465,1.787745152,150693.3773,317.2492153,1.85533518,156390.7047,329.2435889,0.065063712,5484.37817,11.5460593
476,419260,418910,13840,226576,2.677606953,1274.540909,1.850416637,156580.1133,328.9498178,1.848871902,156449.3996,328.6752092,0.061083257,5168.794466,10.8588119
477,407430,422010,21900,227529,2.678518379,1277.653267,1.790672837,152110.2126,318.8893345,1.854752581,157553.5204,330.3008813,0.096251467,8176.16193,17.14080069
478,409500,423510,14520,228484,2.679427897,1280.766535,1.792248035,152831.1325,319.7304028,1.853565239,158059.8607,330.6691646,0.063549308,5419.067264,11.3369608
479,412460,436590,14090,229441,2.680335513,1283.880711,1.797673476,153883.7201,321.2603761,1.902842125,162886.3244,340.054957,0.061410123,5256.804579,10.97453983
480,413540,427050,14960,230400,2.681241237,1286.995794,1.794878472,154234.5367,321.3219514,1.853515625,159273.2478,331.8192662,0.064930556,5579.505414,11.62396961
481,440570,428710,14170,231361,2.682145076,1290.111782,1.904253526,164260.3168,341.4975402,1.852991645,159838.4829,332.3045383,0.061246277,5283.084843,10.98354437
482,417050,449110,15290,232324,2.683047038,1293.228672,1.795122329,155438.9446,322.487437,1.933119264,167388.0456,347.2781029,0.065813261,5698.744667,11.82312172
483,418510,433230,14000,233289,2.683947131,1296.346464,1.793955137,155930.7913,322.8380773,1.85705284,161415.2511,334.1930664,0.060011402,5216.198128,10.79958205
484,419970,447800,15330,234256,2.684845362,1299.465155,1.792782255,156422.4167,323.1868114,1.911583908,166788.0044,344.6033149,0.065441227,5709.826055,11.79716127
485,421920,436580,13660,235225,2.685741739,1302.584743,1.793686896,157096.2665,323.9098279,1.856010203,162554.7214,335.164374,0.058072059,5086.118223,10.4868417
486,635420,547420,15040,236196,2.686636269,1305.705227,2.690223374,236511.3608,486.6488905,2.317651442,203756.6478,419.2523617,0.06367593,5598.078226,11.51867948
487,469660,484400,15550,237169,2.687528961,1308.826604,1.980275668,174755.3261,358.8405053,2.042425443,180239.9182,370.1025013,0.065565061,5785.98416,11.88087097
488,469690,499560,16210,238144,2.688419822,1311.948873,1.972294074,174708.5764,358.009378,2.097722386,185819.1923,380.7770335,0.06806806,6029.564232,12.35566441
489,470440,487840,15210,239121,2.689308859,1315.072032,1.967372167,174929.703,357.729454,2.040138675,181399.7668,370.9606684,0.063607964,5655.728217,11.56590638
490,478160,489830,15730,240100,2.69019608,1318.196079,1.99150354,177741.6909,362.7381446,2.040108288,182079.6646,371.5911523,0.065514369,5847.157431,11.93297435
491,475120,499070,16430,241081,2.691081492,1321.321013,1.9707899,176553.5534,359.5795386,2.070134104,185453.3211,377.7053382,0.068151368,6105.352085,12.43452563
492,478230,494720,16940,242064,2.691965103,1324.446831,1.975634543,177650.8914,361.0790475,2.043757023,183776.528,373.5295284,0.069981492,6292.800743,12.79024541
493,483840,496680,16000,243049,2.692846919,1327.573531,1.990709692,179676.0137,364.4543889,2.043538546,184444.2016,374.1261695,0.065830347,5941.66712,12.05206312
494,534330,498290,17570,244036,2.693726949,1330.701113,2.189554,198360.8622,401.5402068,2.041870872,184981.6293,374.4567395,0.071997574,6522.561616,13.20356602
495,483290,508780,15930,245025,2.694605199,1333.829573,1.972410978,179354.6603,362.332647,2.076441179,188814.3021,381.4430345,0.065013774,5911.812241,11.94305503
496,481190,479570,16310,246016,2.695481676,1336.958912,1.955929696,178517.2588,359.9138282,1.949344758,177916.253,358.7021231,0.066296501,6050.866582,12.19932779
497,474620,480630,15380,247009,2.696356389,1340.089125,1.921468449,176022.7253,354.1704735,1.945799546,178251.6592,358.6552498,0.062264938,5703.993754,11.4768486
498,466820,492900,16420,248004,2.697229343,1343.220213,1.88230835,173073.8994,347.5379507,1.987467944,182743.0809,366.9539777,0.06620861,6087.728522,12.22435446
499,469400,483190,16400,249001,2.698100546,1346.352172,1.885132991,173974.243,348.6457776,1.940514295,179085.246,358.8882686,0.065863189,6078.350203,12.18106253
500,480390,486610,16470,250000,2.698970004,1349.485002,1.92156,177990.1219,355.9802437,1.94644,180294.7047,360.5894095,0.06588,6102.327915,12.20465583
501,471360,496820,17550,251001,2.699837726,1352.618701,1.877920805,174588.2708,348.4795824,1.979354664,184018.4672,367.3023297,0.06992004,6500.390683,12.9748317
502,474780,494180,16000,252004,2.700703717,1355.753266,1.884017714,175798.625,350.1964641,1.961000619,182981.938,364.5058525,0.063491056,5924.381819,11.80155741
503,475620,491860,15340,253009,2.701567985,1358.888696,1.879854076,176053.3152,350.0065908,1.944041516,182064.639,361.9575329,0.060630254,5678.18396,11.2886361
504,493090,494480,16330,254016,2.702430536,1362.02499,1.941176934,182461.6742,362.0271313,1.94664903,182976.026,363.0476706,0.064287289,6042.70851,11.98950101
505,480000,494410,15830,255025,2.703291378,1365.162146,1.882168415,177561.3254,351.6065849,1.938672679,182891.8643,362.1621076,0.062072346,5855.824543,11.59569217
506,459880,477130,14660,256036,2.704150517,1368.300162,1.796153666,170064.4979,336.0958457,1.863527004,176443.5807,348.7027287,0.057257573,5421.295859,10.71402344
507,475120,478280,15620,257049,2.705007959,1371.439035,1.848363542,175644.5848,346.4390233,1.860656918,176812.7884,348.7431724,0.060766624,5774.474691,11.38949643
508,464050,490980,15120,258064,2.705863712,1374.578766,1.798197346,171497.9206,337.5943318,1.902551305,181450.3804,357.1857883,0.058590117,5587.864581,10.99973343
