ItemsInList,SortedTree time(ns),DescendingTree time(ns),RandomTree time(ns),n^2,logn,nlogn,SortedTree n^2,SortedTree logn,SortedTree nlogn,DescendingTree n^2,DescendingTree logn,DescendingTree nlogn,RandomTree n^2,RandomTree Logn,RandomTree nlogn
161,47280,48580,3240,25921,2.206825876,355.298966,1.824003704,21424.43612,133.0710318,1.87415609,22013.51748,136.7299222,0.124995178,1468.172018,9.119080858
162,48100,49600,3290,26244,2.209515015,357.9414324,1.832799878,21769.4832,134.379526,1.889955799,22448.36522,138.5701557,0.125361988,1489.014548,9.191447825
163,48110,50260,3270,26569,2.212187604,360.5865795,1.810756897,21747.70345,133.4214936,1.891678272,22719.59209,139.3840006,0.123075765,1478.174814,9.068557139
164,48910,50870,3670,26896,2.214843848,363.2343911,1.81848602,22082.82089,134.6513469,1.89135931,22967.75912,140.0473117,0.136451517,1657.00169,10.10366884
165,49460,51550,3770,27225,2.217483944,365.8848508,1.81671258,22304.55834,135.1791414,1.893480257,23247.06798,140.8913211,0.138475666,1700.125049,10.30378818
166,49820,59320,3570,27556,2.220108088,368.5379426,1.80795471,22440.34886,135.1828245,2.152707214,26719.4198,160.9603602,0.129554362,1608.029816,9.686926602
167,50640,52580,3820,27889,2.222716471,371.1936507,1.815769658,22782.9328,136.4247473,1.885331134,23655.73868,141.6511298,0.136971566,1718.617759,10.2911243
168,51300,53500,3360,28224,2.225309282,373.8519593,1.817602041,23052.97534,137.2200913,1.895549887,24041.60196,143.1047736,0.119047619,1509.902479,8.987514753
169,51560,54050,3580,28561,2.227886705,376.5128531,1.80525892,23143.00808,136.9408762,1.892440741,24260.65917,143.5541962,0.125345751,1606.903974,9.50830754
170,52960,54880,3760,28900,2.230448921,379.1763166,1.832525952,23744.099,139.6711706,1.898961938,24604.91226,144.734778,0.130103806,1685.759294,9.916231144
171,53200,55370,4040,29241,2.23299611,381.8423349,1.819363223,23824.49291,139.3245199,1.893574091,24796.28144,145.0074938,0.13816217,1809.228409,10.58028309
172,53470,55980,3730,29584,2.235528447,384.5108929,1.80739589,23918.28208,139.0597796,1.892239048,25041.05912,145.587553,0.126081666,1668.509298,9.700635455
173,54490,56720,3650,29929,2.238046103,387.1819758,1.820642187,24347.13026,140.734857,1.895151859,25343.53511,146.4944226,0.121955294,1630.886868,9.427091724
174,54770,57360,3470,30276,2.240549248,389.8555692,1.809023649,24444.89896,140.4879251,1.894569956,25600.86552,147.131411,0.114612234,1548.727395,8.900732153
175,55350,58050,3600,30625,2.243038049,392.5316585,1.807346939,24676.35359,141.0077348,1.895510204,25880.07815,147.8861609,0.11755102,1604.966087,9.171234783
176,56160,58740,3850,30976,2.245512668,395.2102295,1.813016529,25009.87895,142.1015849,1.896306818,26158.83706,148.629756,0.124289773,1714.530519,9.741650677
177,56820,59310,3630,31329,2.247973266,397.8912681,1.81365508,25276.1013,142.8028322,1.893134157,26383.76572,149.0608233,0.115867088,1614.787887,9.123095405
178,57530,64530,3790,31684,2.250420002,400.5747604,1.815742962,25564.11689,143.6186342,2.036674662,28674.64737,161.0935245,0.119618735,1684.130072,9.461404898
179,58400,61180,4280,32041,2.252853031,403.2606925,1.822664711,25922.68523,144.8194706,1.909428545,27156.67607,151.7132741,0.133578852,1899.813233,10.61348175
180,59040,61690,3850,32400,2.255272505,405.9490509,1.822222222,26178.65463,145.4369701,1.904012346,27353.67893,151.9648829,0.11882716,1707.110778,9.483948765
181,60000,61760,4330,32761,2.257678575,408.6398221,1.831445927,26575.97085,146.8285682,1.88516834,27355.53266,151.1355396,0.132169348,1917.89923,10.59612834
182,60480,62320,4070,33124,2.260071388,411.3329926,1.825866441,26760.21666,147.0341574,1.881415288,27574.35023,151.5074189,0.122871634,1800.828072,9.894659736
183,61280,63170,3980,33489,2.26245109,414.0285494,1.829854579,27085.66841,148.009117,1.886291021,27921.04558,152.5740196,0.118844994,1759.154051,9.612863667
184,61680,63780,4230,33856,2.264817823,416.7264794,1.821833648,27233.97854,148.010753,1.883861059,28161.20544,153.0500296,0.124940926,1867.69989,10.15054288
185,64390,64880,4210,34225,2.267171728,419.4267698,1.881373265,28401.02459,153.5190518,1.895690285,28617.1529,154.687313,0.123009496,1856.939175,10.03750906
186,62940,65190,4030,34596,2.269512944,422.1294076,1.819285467,27732.82266,149.1011971,1.884321887,28724.2248,154.4313161,0.116487455,1775.711397,9.546835466
187,64240,66030,4210,34969,2.271841607,424.8343804,1.837055678,28276.6192,151.2118674,1.888243873,29064.52625,155.425274,0.120392348,1853.122149,9.909744112
188,64900,66700,4290,35344,2.274157849,427.5416757,1.836238117,28538.03663,151.7980672,1.887166139,29329.53841,156.0081831,0.121378452,1886.412591,10.03410952
189,65180,71860,4060,35721,2.276461804,430.251281,1.824696957,28632.15182,151.4928668,2.0117018,31566.53007,167.0186776,0.113658632,1783.469414,9.436346106
190,67040,68690,4530,36100,2.278753601,432.9631842,1.857063712,29419.59147,154.8399551,1.902770083,30143.67151,158.6509027,0.125484765,1987.928839,10.46278336
191,67390,70150,4680,36481,2.281033367,435.6773731,1.847262959,29543.62745,154.6786777,1.92291878,30753.60536,161.0136407,0.128285957,2051.701684,10.74189363
192,68440,69800,5080,36864,2.283301229,438.3938359,1.856553819,29974.14408,156.1153337,1.893446181,30569.77289,159.2175671,0.137803819,2224.848801,11.58775417
193,68130,70580,4170,37249,2.285557309,441.1125606,1.82904239,29808.9222,154.4503741,1.894815968,30880.87082,160.004512,0.111949314,1824.500302,9.453369439
194,68820,71200,4960,37636,2.28780173,443.8335356,1.828568392,30081.27807,155.0581344,1.891805718,31121.57801,160.4205052,0.131788713,2168.020041,11.17536104
195,69840,72070,4720,38025,2.290034611,446.5567492,1.836686391,30497.35565,156.3966957,1.895332018,31471.14006,161.3904619,0.124128863,2061.104219,10.56976523
196,70410,73030,4540,38416,2.292256071,449.28219,1.832830071,30716.46352,156.7166506,1.90103082,31859.44228,162.5481749,0.118179925,1980.581514,10.10500772
197,71420,73510,4620,38809,2.294466226,452.0098466,1.840294777,31127.06528,158.0054075,1.894148265,32037.95251,162.6292006,0.119044552,2013.540207,10.22101628
198,71710,74350,4520,39204,2.29666519,454.7397077,1.829150087,31223.53241,157.6946081,1.896490154,32373.02517,163.5001271,0.115294358,1968.070931,9.939752179
199,79280,75060,4860,39601,2.298853076,457.4717622,2.001969647,34486.76247,173.3003139,1.895406682,32651.06447,164.0757008,0.122724174,2114.097699,10.62360653
200,73480,75820,4300,40000,2.301029996,460.2059991,1.837,31933.52548,159.6676274,1.8955,32950.46138,164.7523069,0.1075,1868.728356,9.343641778
201,74070,77110,4400,40401,2.303196057,462.9424075,1.833370461,32159.65908,159.9983039,1.908616123,33479.56408,166.5649954,0.108908195,1910.388821,9.504421994
202,74830,77790,4290,40804,2.305351369,465.6809766,1.833888834,32459.26022,160.689407,1.906430742,33743.22935,167.0456899,0.105136751,1860.887697,9.21231533
203,75870,78280,4720,41209,2.307496038,468.4216957,1.841102672,32879.79643,161.9694406,1.899585042,33924.2186,167.1143773,0.114538086,2045.507304,10.07639066
204,76550,78960,4600,41616,2.309630167,471.1645542,1.839436755,33143.83449,162.4697769,1.897347174,34187.29159,167.5847627,0.11053441,1991.660858,9.76304342
205,77400,79930,4730,42025,2.311753861,473.9095415,1.841760857,33481.0731,163.3223078,1.901963117,34575.48026,168.6608793,0.112552052,2046.065578,9.980807698
206,78450,80890,4880,42436,2.31386722,476.6566474,1.848666227,33904.27908,164.583879,1.906164577,34958.79076,169.7028678,0.114996701,2109.023351,10.23797743
207,79100,81710,5210,42849,2.315970345,479.4058615,1.84601741,34154.15062,164.9958967,1.906928983,35281.10805,170.4401355,0.121589769,2249.597025,10.86761848
208,85790,82610,5090,43264,2.318063335,482.1571737,1.982941938,37009.34254,177.9295315,1.909439719,35637.50772,171.3341717,0.117649778,2195.798503,10.55672357
209,80590,83320,5220,43681,2.320146286,484.9105738,1.844966919,34734.87878,166.1955922,1.907465488,35911.52873,171.8254963,0.119502759,2249.858137,10.76487147
210,81490,84070,4620,44100,2.322219295,487.6660519,1.847845805,35091.4318,167.1020562,1.906349206,36202.43798,172.3925618,0.104761905,1989.476192,9.473696153
211,82270,85050,5250,44521,2.324282455,490.4235981,1.847892006,35395.87016,167.7529391,1.910334449,36591.93822,173.4215081,0.11792188,2258.761618,10.70503137
212,83260,85930,5000,44944,2.326335861,493.1832025,1.85252759,35790.18894,168.8216459,1.911934852,36937.91659,174.2354556,0.111249555,2149.302723,10.13822039
213,83950,86750,5480,45369,2.328379603,495.9448555,1.85038242,36055.11742,169.2728517,1.91209857,37257.67047,174.9186407,0.120787322,2353.568117,11.04961557
214,85090,87770,5080,45796,2.330413773,498.7085475,1.858022535,36512.82917,170.6206971,1.91654293,37662.83954,175.9945773,0.110926718,2179.870398,10.18631027
215,85680,88570,6770,46225,2.33243846,501.4742689,1.853542455,36734.08815,170.856224,1.916062737,37973.13478,176.6192315,0.146457545,2902.541746,13.50019417
216,87830,83110,4850,46656,2.334453751,504.2420102,1.882501715,37623.36262,174.1822344,1.781335734,35601.47634,164.8216497,0.103952332,2077.573821,9.61839732
217,81040,83840,4770,47089,2.336459734,507.0117622,1.720996411,34684.95469,159.8385009,1.780458281,35883.34898,165.3610552,0.101297543,2041.55027,9.408065759
218,82320,84890,4610,47524,2.338456494,509.7835156,1.732177426,35202.70752,161.4803097,1.786255366,36301.72305,166.5216654,0.097003619,1971.385832,9.043054275
219,82650,85640,4770,47961,2.340444115,512.5572611,1.723275161,35313.81052,161.2502763,1.785617481,36591.34583,167.0837709,0.099455808,2038.074727,9.306277291
220,83680,86360,5000,48400,2.342422681,515.3329898,1.72892562,35723.69781,162.3804446,1.784297521,36867.81242,167.5809655,0.103305785,2134.542173,9.702464424
221,84520,87420,4950,48841,2.344392274,518.1106925,1.730513298,36051.9871,163.1311633,1.789889642,37288.98145,168.7284228,0.101349276,2111.421393,9.553942954
222,85310,88210,4950,49284,2.346352974,520.8903603,1.730987745,36358.55344,163.7772677,1.789830371,37594.51411,169.3446581,0.100438276,2109.65701,9.502959504
223,86080,88880,5590,49729,2.348304863,523.6719845,1.730981922,36656.22865,164.377707,1.787287096,37848.5781,169.7245654,0.112409258,2380.440499,10.67462107
224,97490,90020,5000,50176,2.350248018,526.4555561,1.942960778,41480.72852,185.1818237,1.794084821,38302.34056,170.9925918,0.099649235,2127.435046,9.497477882
225,87780,90450,4960,50625,2.352182518,529.2410666,1.733925926,37318.53261,165.8601449,1.786666667,38453.6486,170.9051049,0.097975309,2108.679901,9.371910672
226,88620,91650,5200,51076,2.354108439,532.0285072,1.735061477,37644.82491,166.5700217,1.794384838,38931.93639,172.2652053,0.101809069,2208.904192,9.773912355
227,89160,92430,5160,51529,2.356025857,534.8178696,1.730287799,37843.38772,166.7109591,1.79374721,39231.31816,172.8251901,0.100137786,2190.128765,9.648144337
228,90440,93370,5110,51984,2.357934847,537.6091451,1.739766082,38355.59753,168.226305,1.796129578,39598.21032,173.6763611,0.098299477,2167.150635,9.505046643
229,91010,94090,4960,52441,2.359835482,540.4023255,1.735474152,38566.24781,168.4115625,1.794206823,39871.42354,174.1110198,0.094582483,2101.841436,9.178346884
230,92050,94850,5000,52900,2.361727836,543.1974023,1.740075614,38975.70186,169.4595733,1.793005671,40161.27454,174.6142371,0.094517958,2117.094071,9.204756832
231,92730,103110,5110,53361,2.36361198,545.9943674,1.737786024,39232.32781,169.8369169,1.932310114,43623.91157,188.848102,0.095762823,2161.94538,9.359070909
232,93420,96720,5120,53824,2.365487985,548.7932125,1.735656956,39492.90827,170.2280529,1.796967895,40887.96926,176.2412468,0.095124851,2164.458257,9.329561451
233,94410,97630,5130,54289,2.367355921,551.5939296,1.739026322,39879.93489,171.1585189,1.798338522,41240.10215,176.9961466,0.094494281,2166.974537,9.3003199
234,95010,98610,5540,54756,2.369215857,554.3965106,1.735152312,40101.87578,171.3755375,1.800898532,41621.36586,177.8690849,0.101176127,2338.326406,9.992847887
235,96400,99490,5600,55225,2.371067862,557.2009476,1.745586238,40656.78656,173.0076024,1.801539158,41959.99684,178.553178,0.10140335,2361.805028,10.05023416
236,97450,100480,5430,55696,2.372912003,560.0072327,1.749676817,41067.68387,174.0156096,1.804079288,42344.59595,179.426254,0.097493536,2288.327588,9.696303338
237,97900,101320,5230,56169,2.374748346,562.815358,1.742954299,41225.42086,173.9469235,1.803841977,42665.57346,180.0235167,0.093111859,2202.338622,9.292568025
238,103260,127820,18220,56644,2.376576957,565.6253158,1.82296448,43449.04536,182.5590141,2.256549679,53783.23627,225.9799843,0.321658075,7666.488538,32.21213671
239,135960,103160,5380,57121,2.378397901,568.4370983,2.38021043,57164.53077,239.1821371,1.805990791,43373.73488,181.4800623,0.094186026,2262.026887,9.464547644
240,100590,103940,5090,57600,2.380211242,571.250698,1.746354167,42260.95493,176.0873122,1.804513889,43668.39303,181.9516376,0.088368056,2138.465658,8.910273576
241,101620,105420,5240,58081,2.382017043,574.0661073,1.749625523,42661.32365,177.0179405,1.815051394,44256.61031,183.6373872,0.090218832,2199.816335,9.127868609
242,102160,106270,5530,58564,2.383815366,576.8833186,1.744416365,42855.66804,177.0895374,1.814595998,44579.79486,184.2140283,0.09442661,2319.810535,9.585993947
243,103490,106610,5610,59049,2.385606274,579.7023245,1.752612237,43381.00597,178.5226583,1.805449711,44688.84961,183.9047309,0.095005843,2351.603474,9.67738055
244,104420,155770,5910,59536,2.387389826,582.5231176,1.753896802,43738.144,179.2546885,2.616400161,65246.98995,267.4056965,0.09926767,2475.506905,10.1455201
245,143220,108770,5920,60025,2.389166084,585.3456907,2.386005831,59945.60233,244.6759279,1.812078301,45526.34524,185.8218173,0.098625573,2477.852017,10.1136817
246,105670,109700,5520,60516,2.390935107,588.1700363,1.746149779,44196.09704,179.658931,1.812743737,45881.63003,186.5106912,0.091215546,2308.720125,9.38504116
247,107210,110810,5610,61009,2.392696953,590.9961475,1.757281713,44807.17872,181.4055818,1.8162894,46311.75705,187.4969921,0.091953646,2344.634573,9.492447665
248,107930,111510,5740,61504,2.394451681,593.8240168,1.754845213,45075.03779,181.7541846,1.81305281,46570.16088,187.7829068,0.093327263,2397.208533,9.666163438
249,108660,112570,5660,62001,2.396199347,596.6536374,1.752552378,45346.81145,182.1157087,1.815615877,46978.56217,188.6689244,0.09128885,2362.073926,9.486240668
250,109380,143750,5730,62500,2.397940009,599.4850022,1.75008,45614.15198,182.4566079,2.3,59947.28787,239.7891515,0.09168,2389.551023,9.558204091
251,136490,114480,6180,63001,2.399673721,602.3181041,2.166473548,56878.56594,226.6078324,1.817114014,47706.48567,190.0656799,0.098093681,2575.350117,10.26035903
252,111900,115710,6050,63504,2.401400541,605.1529363,1.762093726,46597.80745,184.9119343,1.822089947,48184.38159,191.2078634,0.095269589,2519.363137,9.997472767
253,112670,116080,5470,64009,2.403120521,607.9894919,1.760221219,46884.87282,185.3157028,1.813494977,48303.86116,190.9243524,0.085456733,2276.207103,8.99686602
254,113560,117250,5750,64516,2.404833717,610.827764,1.76018352,47221.56015,185.9116541,1.817378635,48755.96977,191.9526369,0.089125178,2391.017707,9.413455541
255,114300,118640,5920,65025,2.40654018,613.667746,1.757785467,47495.571,186.2571412,1.824529027,49298.98988,193.3293721,0.091041907,2459.963082,9.646914048
256,150870,146580,5780,65536,2.408239965,616.5094311,2.302093506,62647.41146,244.716451,2.236633301,60866.02752,237.75792,0.088195801,2400.093049,9.375363471
257,116390,123760,5740,66049,2.409933123,619.3528127,1.762176566,48295.946,187.9219689,1.87376039,51354.12215,199.821487,0.086905176,2381.808833,9.26773865
258,120870,124530,6200,66564,2.411619706,622.1978841,1.815846403,50119.84257,194.2629557,1.87083108,51637.49479,200.1453286,0.093143441,2570.886274,9.96467548
259,120680,125420,6080,67081,2.413299764,625.0446389,1.799019096,50006.22044,193.0742102,1.869679939,51970.33616,200.6576686,0.090636693,2519.372061,9.727305254
260,122290,126380,6150,67600,2.414973348,627.8930705,1.809023669,50638.24,194.7624616,1.869526627,52331.84048,201.2763095,0.090976331,2546.611955,9.794661367
261,123220,136760,6210,68121,2.416640507,630.7431724,1.808840152,50988.13813,195.3568511,2.007604116,56590.9574,216.8235916,0.091161316,2569.682988,9.84552869
262,143500,128380,6270,68644,2.418301291,633.5949383,2.090495892,59339.17354,226.4853952,1.870229008,53086.85087,202.6215682,0.091340831,2592.729046,9.895912389
263,124620,129810,6010,69169,2.419955748,636.4483619,1.80167416,51496.80943,195.805359,1.876707774,53641.47674,203.9599876,0.086888635,2483.516487,9.443028469
264,126320,130620,6500,69696,2.421603927,639.3034367,1.812442608,52163.77402,197.5900531,1.874139118,53939.45663,204.3161236,0.093262167,2684.171399,10.1673159
265,126900,131420,5920,70225,2.423245874,642.1601566,1.807048772,52367.77719,197.6142535,1.871413314,54233.04396,204.6529961,0.084300463,2443.004263,9.218884011
266,128080,147550,11180,70756,2.424881637,645.0185153,1.810164509,52819.07293,198.5679433,2.085335519,60848.33081,228.7531233,0.158007801,4610.534317,17.33283578
267,158420,133490,6150,71289,2.426511261,647.8785068,2.222222222,65287.14806,244.5211538,1.872518902,55013.13846,206.0417171,0.086268569,2534.502971,9.492520489
268,130290,134620,6780,71824,2.428134794,650.7401248,1.814017599,53658.47082,200.2181747,1.874303854,55441.73261,206.8721366,0.094397416,2792.266729,10.41890571
269,131090,136210,6380,72361,2.42975228,653.6033633,1.811611227,53952.00205,200.5650634,1.882367574,56059.21275,208.3985604,0.088169041,2625.782082,9.761271679
270,132170,136830,6910,72900,2.431363764,656.4682163,1.81303155,54360.43835,201.3349568,1.876954733,56277.05817,208.4335488,0.09478738,2842.026398,10.52602369
271,133260,152640,12420,73441,2.432969291,659.3346778,1.814517776,54772.57789,202.1128336,2.078403072,62738.15316,231.5061002,0.169115344,5104.873311,18.83717089
272,165250,155700,6300,73984,2.434568904,662.2027419,2.233591047,67876.49334,249.5459314,2.104509083,63953.82761,235.1243662,0.085153547,2587.727129,9.51370268
273,150320,147430,6600,74529,2.436162647,665.0724026,2.016933006,61703.59774,226.0205045,1.978156154,60517.30585,221.675113,0.088556133,2709.178719,9.923731572
274,163180,140720,6770,75076,2.437750563,667.9436542,2.173530822,66938.76006,244.302044,1.874367308,57725.34817,210.6764532,0.090175289,2777.15042,10.13558548
275,137670,142040,6600,75625,2.439332694,670.8164908,1.820429752,56437.56604,205.2275129,1.878214876,58229.03959,211.7419621,0.087272727,2705.657993,9.838756337
276,138910,171240,7050,76176,2.440909082,673.6909067,1.823540223,56909.12497,206.1924818,2.247952111,70154.1902,254.1818485,0.092548834,2888.268167,10.46473974
277,140020,144210,6820,76729,2.442479769,676.566896,1.824864132,57326.98456,206.9566229,1.879471908,59042.45424,213.1496543,0.088884255,2792.244213,10.08030402
278,140020,145620,6890,77284,2.444044796,679.4444533,1.811759226,57290.27563,206.0801282,1.884219243,59581.55932,214.3221558,0.0891517,2819.097265,10.14063764
279,141290,146630,7650,77841,2.445604203,682.3235727,1.815110289,57773.04431,207.0718434,1.883711669,59956.55381,214.8980423,0.098277257,3128.061356,11.21168945
280,142250,147360,6970,78400,2.447158031,685.2042488,1.814413265,58128.65298,207.6023321,1.879591837,60216.78948,215.0599624,0.088903061,2848.201837,10.17214942
281,154380,153550,6640,78961,2.44870632,688.0864759,1.955142412,63045.535,224.3613345,1.944630894,62706.58051,223.1550908,0.084092147,2711.635914,9.649949872
282,144860,149930,6740,79524,2.450249108,690.9702485,1.821588451,59120.51942,209.647232,1.88534279,61189.69679,216.9847404,0.084754288,2750.740721,9.754399722
283,145520,150520,7450,80089,2.451786436,693.8555613,1.816978611,59352.64095,209.7266465,1.879409157,61391.97029,216.9327572,0.093021514,3038.600708,10.73710498
284,146290,151500,7780,80656,2.45331834,696.7424086,1.813752232,59629.44051,209.9628187,1.87834755,61753.09479,217.4404746,0.096459036,3171.215033,11.16625012
285,147400,166430,6910,81225,2.45484486,699.6307851,1.814712219,60044.52762,210.6825531,2.048999692,67796.54499,237.882614,0.08507233,2814.841831,9.876638003
286,148500,154270,7010,81796,2.456366033,702.5206855,1.8154922,60455.15937,211.3816761,1.886033547,62804.15782,219.5949574,0.085701012,2853.809207,9.978353869
287,149860,155000,7230,82369,2.457881897,705.4121044,1.819373794,60971.19646,212.4431932,1.881775911,63062.42794,219.7297141,0.087775741,2941.557123,10.24932795
288,151080,157990,7110,82944,2.459392488,708.3050365,1.821469907,61429.80462,213.2979327,1.904779128,64239.44156,223.0536165,0.085720486,2890.957842,10.03804806
289,155200,160510,7570,83521,2.460897843,711.1994766,1.858215299,63066.41312,218.2228828,1.921792124,65224.16218,225.6891425,0.090635888,3076.113063,10.64398984
290,165510,168220,7110,84100,2.462397998,714.0954194,1.968014269,67214.96693,231.775748,2.000237812,68315.52013,235.5707591,0.084542212,2887.429248,9.95665258
291,158250,163490,7760,84681,2.463892989,716.9928598,1.86877812,64227.62705,220.713495,1.930657408,66354.34279,228.0217965,0.09163803,3149.487431,10.82298086
292,159880,164280,7670,85264,2.465382851,719.8917926,1.875117283,64849.9684,222.0889329,1.926721711,66634.68106,228.2009625,0.089955902,3111.078669,10.654379
293,159180,165020,6960,85849,2.46686762,722.7922128,1.854185838,64527.17555,220.2292681,1.922212256,66894.55025,228.3090452,0.081072581,2821.391769,9.629323445
294,168570,166470,7830,86436,2.46834733,725.6941151,1.950229071,68292.65798,232.2879523,1.925933639,67441.8863,229.3941711,0.090587255,3172.162971,10.78966997
295,162510,167670,7420,87025,2.469822016,728.5974947,1.867394427,65798.26358,223.0449613,1.926687733,67887.48295,230.1270608,0.085262856,3004.265065,10.18394937
296,163000,169530,8550,87616,2.471291711,731.5023465,1.860390796,65957.40975,222.829087,1.934920562,68599.75261,231.755921,0.097584916,3459.729162,11.6882742
297,164760,169580,7330,88209,2.472756449,734.4086654,1.867836615,66630.09616,224.3437581,1.922479566,68579.33787,230.9068615,0.083098097,2964.303258,9.980819052
298,172510,171450,7990,88804,2.474216264,737.3164467,1.942592676,69723.08868,233.9700963,1.930656277,69294.67019,232.5324503,0.089973425,3229.305423,10.83659538
299,167010,172210,7340,89401,2.475671188,740.2256853,1.868099909,67460.49346,225.6203795,1.926264807,69560.93394,232.645264,0.08210199,2964.852536,9.915894768
300,168080,173630,8160,90000,2.477121255,743.1363764,1.867555556,67852.9562,226.1765207,1.929222222,70093.46017,233.6448672,0.090666667,3294.146374,10.98048791
301,169850,174480,7440,90601,2.478566496,746.0485152,1.87470337,68527.51391,227.6661592,1.925806558,70395.52915,233.8721899,0.082118299,3001.735081,9.972541797
302,169260,191960,8450,91204,2.480006943,748.9620968,1.855839656,68249.80893,225.9927448,2.104732249,77403.00911,256.3013547,0.092649445,3407.248526,11.28227989
303,175120,197070,7760,91809,2.481442629,751.8771164,1.907438269,70571.85122,232.9104001,2.146521583,79417.51211,262.1040004,0.084523304,3127.213142,10.32083545
304,181640,202980,8060,92416,2.482873584,754.7935694,1.965460526,73157.16805,240.6485791,2.196372922,81752.04784,268.92121,0.087214335,3246.238573,10.67841636
305,178930,179670,8100,93025,2.484299839,757.711451,1.923461435,72024.31734,236.1453028,1.931416286,72322.18799,237.1219278,0.087073367,3260.475999,10.69008524
306,191000,180250,8010,93636,2.485721426,760.6307565,2.039813747,76838.85972,251.1073847,1.925007476,72514.1595,236.9743775,0.085544022,3222.404536,10.53073378
307,175310,181980,8590,94249,2.487138375,763.5514813,1.860072786,70486.62902,229.5981401,1.930842768,73168.42593,238.3336349,0.091141551,3453.768429,11.25006003
308,176860,183090,8290,94864,2.488550717,766.4736207,1.864353179,71069.47784,230.7450579,1.930026143,73572.94299,238.8731915,0.087388261,3331.256199,10.81576688
309,178280,184020,8330,95481,2.489958479,769.3971701,1.867177763,71599.58749,231.7138754,1.927294436,73904.84682,239.1742615,0.087242488,3345.437311,10.82665796
310,179300,185380,7580,96100,2.491361694,772.3221251,1.865764828,71968.67498,232.1570161,1.929032258,74409.10746,240.0293789,0.078876171,3042.512863,9.814557623
311,180120,186080,8560,96721,2.492760389,775.248481,1.862263624,72257.24574,232.3384107,1.923884162,74648.16948,240.0262684,0.08850198,3433.944168,11.04162112
312,180350,187460,8310,97344,2.494154594,778.1762333,1.852707922,72309.07035,231.7598409,1.925747863,75159.73567,240.8965887,0.085367357,3331.790267,10.67881496
313,183500,196550,8020,97969,2.495544338,781.1053777,1.873041472,73531.05182,234.9234882,2.006246874,78760.37185,251.630581,0.08186263,3213.727714,10.26750068
314,181960,185680,7760,98596,2.496929648,784.0359095,1.845510974,72873.49892,232.0812067,1.883240699,74363.32864,236.8258874,0.078705018,3107.816837,9.897505849
315,181560,186910,7850,99225,2.498310554,786.9678244,1.829780801,72673.11092,230.7082886,1.883698665,74814.55807,237.5065336,0.079113127,3142.123379,9.974994855
316,181280,188810,8250,99856,2.499687083,789.9011181,1.815414196,72521.07724,229.4970799,1.890822785,75533.45429,239.0299186,0.082618971,3300.413103,10.44434526
317,190460,189390,7350,100489,2.501059262,792.8357861,1.895331827,76151.73414,240.2262907,1.884683896,75723.91541,238.8767048,0.073142334,2938.754835,9.270519985
318,184410,190260,7920,101124,2.50242712,795.7718242,1.823602706,73692.45583,231.7372825,1.881452474,76030.18625,239.088636,0.078319687,3164.927337,9.952601688
319,185720,192190,7850,101761,2.503790683,798.7092279,1.825060681,74175.52963,232.5251713,1.888641031,76759.61146,240.6257412,0.077141538,3135.24611,9.828357712
320,187360,193820,8770,102400,2.505149978,801.6479931,1.8296875,74789.93339,233.7185418,1.892773438,77368.62131,241.7769416,0.085644531,3500.788406,10.93996377
321,197630,194180,9020,103041,2.506505032,804.5881154,1.917974399,78846.8395,245.6287835,1.884492581,77470.42096,241.3408753,0.08753797,3598.636302,11.21070499
322,189610,196190,7940,103684,2.507855872,807.5295907,1.828729601,75606.41827,234.8025412,1.892191659,78230.17352,242.9508494,0.076578836,3166.051163,9.832457029
323,190500,197440,8550,104329,2.509202522,810.4724147,1.825954433,75920.53583,235.0480985,1.892474767,78686.35483,243.6110057,0.081952286,3407.45712,10.54940285
324,190940,204860,7920,104976,2.51054501,813.4165833,1.818891937,76055.19886,234.7382681,1.951493675,81599.81166,251.8512706,0.075445816,3154.69349,9.736708302
325,194280,199530,8990,105625,2.511883361,816.3620923,1.839337278,77344.35564,237.9826327,1.88904142,79434.42084,244.4136026,0.085112426,3578.987838,11.01227027
326,194980,201180,8470,106276,2.5132176,819.3089376,1.834656931,77581.8218,237.9810485,1.892995596,80048.7789,245.5484015,0.079698144,3370.181714,10.33798072
327,194400,202300,8130,106929,2.514547753,822.2571151,1.818028785,77310.12457,236.4223993,1.891909585,80451.8426,246.0300997,0.076031759,3233.185765,9.887418242
328,204180,203580,8060,107584,2.515873844,825.2066207,1.897865854,81156.69254,247.4289407,1.892288816,80918.20681,246.70185,0.074918203,3203.658252,9.767250768
329,197510,204620,8610,108241,2.517195898,828.1574504,1.824724457,78464.2944,238.493296,1.890411212,81288.86598,247.07862,0.07954472,3420.47276,10.39657374
330,199650,205740,8910,108900,2.51851394,831.1096002,1.833333333,79272.93824,240.221025,1.889256198,81691.03087,247.5485784,0.081818182,3537.800549,10.72060773
331,201250,236250,10430,109561,2.519827994,834.0630659,1.836876261,79866.56252,241.2887085,2.156333002,93756.39948,283.2519622,0.095198109,4139.171414,12.50504959
332,342970,267340,9120,110224,2.521138084,837.0178438,3.111572797,136037.7689,409.752316,2.42542459,106039.412,319.3958193,0.082740601,3617.413921,10.89582506
333,208290,210310,8600,110889,2.522444234,839.9739298,1.878364851,82574.66993,247.9719818,1.896581266,83375.4805,250.3768183,0.077555033,3409.391528,10.238413
334,204370,210990,9160,111556,2.523746467,842.9313199,1.831994693,80978.8157,242.451544,1.891337086,83601.9001,250.3050901,0.082111227,3629.524645,10.86684026
